x,y,FRE_PROVINCE_NAME,HEATING_DEGREE_DAYS,STATION_NAME,NORMAL_SUNSHINE,SNOW_ON_GROUND_LAST_DAY,NORMAL_PRECIPITATION,ID,DAYS_WITH_VALID_MEAN_TEMP,DAYS_WITH_VALID_SUNSHINE,LOCAL_DATE,MIN_TEMPERATURE,NORMAL_SNOWFALL,ENG_PROVINCE_NAME,LATITUDE,LAST_UPDATED,DAYS_WITH_VALID_SNOWFALL,DAYS_WITH_VALID_PRECIP,LOCAL_MONTH,MEAN_TEMPERATURE,TOTAL_PRECIPITATION,COOLING_DEGREE_DAYS,NORMAL_MEAN_TEMPERATURE,PROVINCE_CODE,LOCAL_YEAR,TOTAL_SNOWFALL,BRIGHT_SUNSHINE,DAYS_WITH_VALID_MAX_TEMP,DAYS_WITH_PRECIP_GE_1MM,CLIMATE_IDENTIFIER,DAYS_WITH_VALID_MIN_TEMP,MAX_TEMPERATURE,LONGITUDE
-100.05,49.233333333333334,MANITOBA,115,BOISSEVAIN,,,,3578.1942.6,30,,1942-06,0,,MANITOBA,49.233,2014-07-31 11:51:04,30,30,6,14.386666666666667,25.3,6.6,,MB,1942,0,,30,7,5020320,30,26.1,-100.050
-100.05,49.233333333333334,MANITOBA,40.5,BOISSEVAIN,,,,3578.1942.7,31,,1942-07,4.4,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,7,17.803225806451614,66.3,34.4,,MB,1942,0,,31,10,5020320,31,30.6,-100.050
-100.05,49.233333333333334,MANITOBA,59.8,BOISSEVAIN,,,,3578.1942.8,31,,1942-08,5,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,8,17.080645161290324,67.9,31.3,,MB,1942,0,,31,6,5020320,31,33.9,-100.050
-100.05,49.233333333333334,MANITOBA,244.3,BOISSEVAIN,,,,3578.1942.9,30,,1942-09,-8.3,,MANITOBA,49.233,2014-07-31 11:51:04,30,30,9,10.4,32.2,16.3,,MB,1942,0,,30,5,5020320,30,30.6,-100.050
-100.05,49.233333333333334,MANITOBA,311.2,BOISSEVAIN,,,,3578.1942.10,31,,1942-10,-15,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,10,8.019354838709678,4.8,1.8,,MB,1942,0,,31,3,5020320,31,26.7,-100.050
-100.05,49.233333333333334,MANITOBA,698.1,BOISSEVAIN,,,,3578.1942.11,30,,1942-11,-22.8,,MANITOBA,49.233,2014-07-31 11:51:04,30,30,11,-5.27,11.7,0,,MB,1942,5.1,,30,2,5020320,30,12.2,-100.050
-100.05,49.233333333333334,MANITOBA,1042.6,BOISSEVAIN,,,,3578.1942.12,31,,1942-12,-28.9,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,12,-15.63225806451613,17.8,0,,MB,1942,17.8,,31,2,5020320,31,2.8,-100.050
-100.05,49.233333333333334,MANITOBA,1242.3,BOISSEVAIN,,,,3578.1943.1,31,,1943-01,-41.7,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,1,-22.074193548387097,40.7,0,,MB,1943,40.7,,31,6,5020320,31,2.2,-100.050
-100.05,49.233333333333334,MANITOBA,866.4,BOISSEVAIN,,,,3578.1943.2,28,,1943-02,-30.6,,MANITOBA,49.233,2014-07-31 11:51:04,28,28,2,-12.942857142857143,10,0,,MB,1943,10,,28,4,5020320,28,2.2,-100.050
-100.05,49.233333333333334,MANITOBA,934.2,BOISSEVAIN,,,,3578.1943.3,31,,1943-03,-31.7,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,3,-12.135483870967741,25.4,0,,MB,1943,25.4,,31,3,5020320,31,7.8,-100.050
-100.05,49.233333333333334,MANITOBA,404.2,BOISSEVAIN,,,,3578.1943.4,30,,1943-04,-9.4,,MANITOBA,49.233,2014-07-31 11:51:04,30,30,4,4.526666666666666,22.2,0,,MB,1943,0,,30,4,5020320,30,21.1,-100.050
-100.05,49.233333333333334,MANITOBA,286.7,BOISSEVAIN,,,,3578.1943.5,31,,1943-05,-6.7,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,5,8.893548387096773,51,4.4,,MB,1943,15.5,,31,9,5020320,31,28.9,-100.050
-100.05,49.233333333333334,MANITOBA,139.3,BOISSEVAIN,,,,3578.1943.6,30,,1943-06,0.6,,MANITOBA,49.233,2014-07-31 11:51:04,30,30,6,13.556666666666667,104.2,6,,MB,1943,0,,30,12,5020320,30,26.1,-100.050
-100.05,49.233333333333334,MANITOBA,9.6,BOISSEVAIN,,,,3578.1943.7,31,,1943-07,10,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,7,19.625806451612902,83.6,60,,MB,1943,0,,31,7,5020320,31,31.1,-100.050
-100.05,49.233333333333334,MANITOBA,38.9,BOISSEVAIN,,,,3578.1943.8,31,,1943-08,4.4,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,8,17.651612903225807,91.2,28.1,,MB,1943,0,,31,6,5020320,31,29.4,-100.050
-100.05,49.233333333333334,MANITOBA,206.8,BOISSEVAIN,,,,3578.1943.9,30,,1943-09,0,,MANITOBA,49.233,2014-07-31 11:51:04,30,30,9,11.126666666666667,17.3,0.6,,MB,1943,0,,30,5,5020320,30,28.9,-100.050
-100.05,49.233333333333334,MANITOBA,289.3,BOISSEVAIN,,,,3578.1943.10,31,,1943-10,-7.8,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,10,8.761290322580646,5.6,2.9,,MB,1943,0,,31,1,5020320,31,28.3,-100.050
-100.05,49.233333333333334,MANITOBA,646.9,BOISSEVAIN,,,,3578.1943.11,30,,1943-11,-15,,MANITOBA,49.233,2014-07-31 11:51:04,30,30,11,-3.5633333333333335,17.8,0,,MB,1943,17.8,,30,2,5020320,30,10,-100.050
-100.05,49.233333333333334,MANITOBA,802.6,BOISSEVAIN,,,,3578.1943.12,31,,1943-12,-26.1,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,12,-7.890322580645162,0.3,0,,MB,1943,0.3,,31,0,5020320,31,9.4,-100.050
-100.05,49.233333333333334,MANITOBA,813.3,BOISSEVAIN,,,,3578.1944.1,31,,1944-01,-26.1,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,1,-8.235483870967743,12.7,0,,MB,1944,12.7,,31,1,5020320,31,12.2,-100.050
-100.05,49.233333333333334,MANITOBA,945.1,BOISSEVAIN,,,,3578.1944.2,29,,1944-02,-32.8,,MANITOBA,49.233,2014-07-31 11:51:04,29,29,2,-14.589655172413794,12.6,0,,MB,1944,12.6,,29,3,5020320,29,-2.2,-100.050
-100.05,49.233333333333334,MANITOBA,930.4,BOISSEVAIN,,,,3578.1944.3,31,,1944-03,-27.2,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,3,-12.012903225806452,45.7,0,,MB,1944,45.7,,31,7,5020320,31,4.4,-100.050
-100.05,49.233333333333334,MANITOBA,428.1,BOISSEVAIN,,,,3578.1944.4,30,,1944-04,-17.8,,MANITOBA,49.233,2014-07-31 11:51:04,30,30,4,3.73,12.1,0,,MB,1944,7.6,,30,3,5020320,30,18.3,-100.050
-100.05,49.233333333333334,MANITOBA,169.9,BOISSEVAIN,,,,3578.1944.5,31,,1944-05,-6.7,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,5,13.038709677419355,70.4,16.1,,MB,1944,0,,31,6,5020320,31,31.7,-100.050
-100.05,49.233333333333334,MANITOBA,118.8,BOISSEVAIN,,,,3578.1944.6,30,,1944-06,0.6,,MANITOBA,49.233,2014-07-31 11:51:04,30,30,6,14.363333333333333,204.9,9.7,,MB,1944,0,,30,12,5020320,30,26.7,-100.050
-100.05,49.233333333333334,MANITOBA,31.7,BOISSEVAIN,,,,3578.1944.7,31,,1944-07,6.1,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,7,18.570967741935483,44.7,49.4,,MB,1944,0,,31,6,5020320,31,31.7,-100.050
-100.05,49.233333333333334,MANITOBA,58.3,BOISSEVAIN,,,,3578.1944.8,31,,1944-08,4.4,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,8,16.670967741935485,93.7,17.1,,MB,1944,0,,31,9,5020320,31,27.2,-100.050
-100.05,49.233333333333334,MANITOBA,178.8,BOISSEVAIN,,,,3578.1944.9,30,,1944-09,0,,MANITOBA,49.233,2014-07-31 11:51:04,30,30,9,12.04,24.9,0,,MB,1944,0,,30,5,5020320,30,23.9,-100.050
-100.05,49.233333333333334,MANITOBA,298,BOISSEVAIN,,,,3578.1944.10,31,,1944-10,-7.8,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,10,8.387096774193548,0.5,0,,MB,1944,0,,31,0,5020320,31,26.1,-100.050
-100.05,49.233333333333334,MANITOBA,647.6,BOISSEVAIN,,,,3578.1944.11,30,,1944-11,-17.2,,MANITOBA,49.233,2014-07-31 11:51:04,30,30,11,-3.5866666666666664,7.6,0,,MB,1944,7.6,,30,1,5020320,30,11.7,-100.050
-100.05,49.233333333333334,MANITOBA,397.8,BOISSEVAIN,,,,3578.1944.12,15,,1944-12,-20.6,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,12,-8.52,6.2,0,,MB,1944,6.2,,29,2,5020320,15,6.1,-100.050
-100.05,49.233333333333334,MANITOBA,991.4,BOISSEVAIN,,,,3578.1945.1,31,,1945-01,-32.8,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,1,-13.980645161290322,15.5,0,,MB,1945,15.5,,31,4,5020320,31,4.4,-100.050
-100.05,49.233333333333334,MANITOBA,634.3,BOISSEVAIN,,,,3578.1945.2,20,,1945-02,-27.8,,MANITOBA,49.233,2014-07-31 11:51:04,28,28,2,-13.715,11.4,0,,MB,1945,11.4,,28,4,5020320,20,5.6,-100.050
-100.05,49.233333333333334,MANITOBA,613.9,BOISSEVAIN,,,,3578.1945.3,31,,1945-03,-27.8,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,3,-1.803225806451613,67.9,0,,MB,1945,1.3,,31,3,5020320,31,20,-100.050
-100.05,49.233333333333334,MANITOBA,537.6,BOISSEVAIN,,,,3578.1945.4,30,,1945-04,-8.9,,MANITOBA,49.233,2014-07-31 11:51:04,30,30,4,0.08,14.8,0,,MB,1945,0,,30,4,5020320,30,18.3,-100.050
-100.05,49.233333333333334,MANITOBA,366.1,BOISSEVAIN,,,,3578.1945.5,31,,1945-05,-6.7,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,5,6.190322580645161,43.9,0,,MB,1945,0,,31,8,5020320,31,24.4,-100.050
-100.05,49.233333333333334,MANITOBA,153.9,BOISSEVAIN,,,,3578.1945.6,30,,1945-06,1.1,,MANITOBA,49.233,2014-07-31 11:51:04,30,30,6,13.213333333333333,82.9,10.3,,MB,1945,0,,30,11,5020320,30,32.8,-100.050
-100.05,49.233333333333334,MANITOBA,42.9,BOISSEVAIN,,,,3578.1945.7,31,,1945-07,5.6,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,7,18.206451612903226,38.3,49.3,,MB,1945,0,,31,7,5020320,31,32.8,-100.050
-100.05,49.233333333333334,MANITOBA,43.7,BOISSEVAIN,,,,3578.1945.8,31,,1945-08,5,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,8,17.387096774193548,58.4,24.7,,MB,1945,0,,31,5,5020320,31,33.3,-100.050
-100.05,49.233333333333334,MANITOBA,256,BOISSEVAIN,,,,3578.1945.9,30,,1945-09,-7.8,,MANITOBA,49.233,2014-07-31 11:51:04,30,30,9,9.91,23.2,13.3,,MB,1945,0,,30,5,5020320,30,32.2,-100.050
-100.05,49.233333333333334,MANITOBA,390.2,BOISSEVAIN,,,,3578.1945.10,31,,1945-10,-10.6,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,10,5.412903225806452,24.9,0,,MB,1945,0,,31,4,5020320,31,27.8,-100.050
-100.05,49.233333333333334,MANITOBA,695,BOISSEVAIN,,,,3578.1945.11,26,,1945-11,-23.3,,MANITOBA,49.233,2014-07-31 11:51:04,30,30,11,-8.73076923076923,26.3,0,,MB,1945,25.3,,28,7,5020320,28,10,-100.050
-100.05,49.233333333333334,MANITOBA,1059.1,BOISSEVAIN,,,,3578.1945.12,31,,1945-12,-32.2,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,12,-16.164516129032258,17.3,0,,MB,1945,17.3,,31,8,5020320,31,4.4,-100.050
-100.05,49.233333333333334,MANITOBA,1002,BOISSEVAIN,,,,3578.1946.1,31,,1946-01,-30.6,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,1,-14.32258064516129,11.8,0,,MB,1946,11.8,,31,5,5020320,31,2.8,-100.050
-100.05,49.233333333333334,MANITOBA,891.8,BOISSEVAIN,,,,3578.1946.2,26,,1946-02,-33.3,,MANITOBA,49.233,2014-07-31 11:51:04,28,28,2,-16.3,18.3,0,,MB,1946,18.3,,27,4,5020320,27,2.8,-100.050
-100.05,49.233333333333334,MANITOBA,578.9,BOISSEVAIN,,,,3578.1946.3,29,,1946-03,-21.1,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,3,-1.9620689655172414,22.3,0,,MB,1946,5.8,,30,5,5020320,30,21.7,-100.050
-100.05,49.233333333333334,MANITOBA,322.3,BOISSEVAIN,,,,3578.1946.4,30,,1946-04,-6.1,,MANITOBA,49.233,2014-07-31 11:51:04,30,30,4,7.256666666666667,8.4,0,,MB,1946,0,,30,3,5020320,30,27.8,-100.050
-100.05,49.233333333333334,MANITOBA,279.8,BOISSEVAIN,,,,3578.1946.5,31,,1946-05,-7.8,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,5,9.306451612903226,26.8,10.3,,MB,1946,6,,31,8,5020320,31,27.8,-100.050
-100.05,49.233333333333334,MANITOBA,94.9,BOISSEVAIN,,,,3578.1946.6,30,,1946-06,0.6,,MANITOBA,49.233,2014-07-31 11:51:04,30,30,6,15.303333333333333,56.2,14,,MB,1946,0,,30,6,5020320,30,28.9,-100.050
-100.05,49.233333333333334,MANITOBA,22.3,BOISSEVAIN,,,,3578.1946.7,31,,1946-07,7.2,,MANITOBA,49.233,2014-07-31 11:51:04,31,31,7,19.42258064516129,69,66.4,,MB,1946,0,,31,5,5020320,31,35.6,-100.050
