x,y,MEAN_TEMPERATURE,DAYS_WITH_PRECIP_GE_1MM,DAYS_WITH_VALID_PRECIP,DAYS_WITH_VALID_MIN_TEMP,LONGITUDE,LATITUDE,LOCAL_DATE,DAYS_WITH_VALID_MAX_TEMP,MIN_TEMPERATURE,TOTAL_SNOWFALL,NORMAL_SNOWFALL,CLIMATE_IDENTIFIER,LOCAL_YEAR,NORMAL_PRECIPITATION,ID,DAYS_WITH_VALID_SNOWFALL,DAYS_WITH_VALID_SUNSHINE,STATION_NAME,ENG_PROVINCE_NAME,NORMAL_SUNSHINE,DAYS_WITH_VALID_MEAN_TEMP,COOLING_DEGREE_DAYS,LOCAL_MONTH,NORMAL_MEAN_TEMPERATURE,LAST_UPDATED,SNOW_ON_GROUND_LAST_DAY,BRIGHT_SUNSHINE,PROVINCE_CODE,HEATING_DEGREE_DAYS,FRE_PROVINCE_NAME,MAX_TEMPERATURE,TOTAL_PRECIPITATION
-122.98666666666666,49.28611111111111,,6,30,0,-122.987,49.286,1973-04,0,,0,1.31,1101146,1973,145.71,724.1973.4,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,4,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,28.7
-122.98666666666666,49.28611111111111,,8,31,0,-122.987,49.286,1973-05,0,,0,,1101146,1973,111.73,724.1973.5,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,5,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,88.7
-122.98666666666666,49.28611111111111,,13,30,0,-122.987,49.286,1973-06,0,,0,,1101146,1973,97.3,724.1973.6,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,6,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,106.4
-122.98666666666666,49.28611111111111,,4,31,0,-122.987,49.286,1973-07,0,,0,,1101146,1973,62.37,724.1973.7,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,7,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,18.6
-122.98666666666666,49.28611111111111,,5,31,0,-122.987,49.286,1973-08,0,,0,,1101146,1973,64.83,724.1973.8,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,8,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,54.6
-122.98666666666666,49.28611111111111,,8,30,0,-122.987,49.286,1973-09,0,,0,,1101146,1973,81.22,724.1973.9,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,9,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,78.8
-122.98666666666666,49.28611111111111,,16,31,0,-122.987,49.286,1973-10,0,,0,0.17,1101146,1973,202.3,724.1973.10,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,10,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,190.8
-122.98666666666666,49.28611111111111,,18,30,0,-122.987,49.286,1973-11,0,,18.1,4.07,1101146,1973,308.08,724.1973.11,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,11,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,320.5
-122.98666666666666,49.28611111111111,,20,31,0,-122.987,49.286,1973-12,0,,5.8,19.33,1101146,1973,250.2,724.1973.12,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,12,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,366.9
-122.98666666666666,49.28611111111111,,18,31,0,-122.987,49.286,1974-01,0,,29.8,18.82,1101146,1974,261.12,724.1974.1,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,1,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,347.9
-122.98666666666666,49.28611111111111,,19,28,0,-122.987,49.286,1974-02,0,,2.5,15.1,1101146,1974,189.28,724.1974.2,28,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,2,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,281.6
-122.98666666666666,49.28611111111111,,20,31,0,-122.987,49.286,1974-03,0,,9.7,3.78,1101146,1974,172.03,724.1974.3,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,3,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,312.2
-122.98666666666666,49.28611111111111,,15,30,0,-122.987,49.286,1974-04,0,,0,1.31,1101146,1974,145.71,724.1974.4,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,4,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,180.9
-122.98666666666666,49.28611111111111,,16,31,0,-122.987,49.286,1974-05,0,,0,,1101146,1974,111.73,724.1974.5,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,5,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,225
-122.98666666666666,49.28611111111111,,6,30,0,-122.987,49.286,1974-06,0,,0,,1101146,1974,97.3,724.1974.6,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,6,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,48.4
-122.98666666666666,49.28611111111111,,10,31,0,-122.987,49.286,1974-07,0,,0,,1101146,1974,62.37,724.1974.7,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,7,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,127.6
-122.98666666666666,49.28611111111111,,1,31,0,-122.987,49.286,1974-08,0,,0,,1101146,1974,64.83,724.1974.8,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,8,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,5.6
-122.98666666666666,49.28611111111111,,2,30,0,-122.987,49.286,1974-09,0,,0,,1101146,1974,81.22,724.1974.9,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,9,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,40.2
-122.98666666666666,49.28611111111111,,8,31,0,-122.987,49.286,1974-10,0,,0,0.17,1101146,1974,202.3,724.1974.10,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,10,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,65
-122.98666666666666,49.28611111111111,,19,30,0,-122.987,49.286,1974-11,0,,0,4.07,1101146,1974,308.08,724.1974.11,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,11,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,301.8
-122.98666666666666,49.28611111111111,,24,31,0,-122.987,49.286,1974-12,0,,19.4,19.33,1101146,1974,250.2,724.1974.12,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,12,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,350.9
-122.98666666666666,49.28611111111111,,17,31,0,-122.987,49.286,1975-01,0,,38.5,18.82,1101146,1975,261.12,724.1975.1,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,1,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,216.1
-122.98666666666666,49.28611111111111,,18,28,0,-122.987,49.286,1975-02,0,,62.9,15.1,1101146,1975,189.28,724.1975.2,28,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,2,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,193.8
-122.98666666666666,49.28611111111111,,15,31,0,-122.987,49.286,1975-03,0,,0,3.78,1101146,1975,172.03,724.1975.3,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,3,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,154.7
-122.98666666666666,49.28611111111111,,8,30,0,-122.987,49.286,1975-04,0,,0,1.31,1101146,1975,145.71,724.1975.4,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,4,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,67.1
-122.98666666666666,49.28611111111111,,7,31,0,-122.987,49.286,1975-05,0,,0,,1101146,1975,111.73,724.1975.5,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,5,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,81.6
-122.98666666666666,49.28611111111111,,7,30,0,-122.987,49.286,1975-06,0,,0,,1101146,1975,97.3,724.1975.6,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,6,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,52.7
-122.98666666666666,49.28611111111111,,2,31,0,-122.987,49.286,1975-07,0,,0,,1101146,1975,62.37,724.1975.7,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,7,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,9.9
-122.98666666666666,49.28611111111111,,10,31,0,-122.987,49.286,1975-08,0,,0,,1101146,1975,64.83,724.1975.8,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,8,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,135.3
-122.98666666666666,49.28611111111111,,0,30,0,-122.987,49.286,1975-09,0,,0,,1101146,1975,81.22,724.1975.9,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,9,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,1.6
-122.98666666666666,49.28611111111111,,21,31,0,-122.987,49.286,1975-10,0,,0,0.17,1101146,1975,202.3,724.1975.10,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,10,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,448.9
-122.98666666666666,49.28611111111111,,23,30,0,-122.987,49.286,1975-11,0,,38.1,4.07,1101146,1975,308.08,724.1975.11,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,11,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,357.1
-122.98666666666666,49.28611111111111,,17,31,0,-122.987,49.286,1975-12,0,,36.3,19.33,1101146,1975,250.2,724.1975.12,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,12,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,370.2
-122.98666666666666,49.28611111111111,,21,31,0,-122.987,49.286,1976-01,0,,15.8,18.82,1101146,1976,261.12,724.1976.1,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,1,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,292
-122.98666666666666,49.28611111111111,,20,29,0,-122.987,49.286,1976-02,0,,35.2,15.1,1101146,1976,189.28,724.1976.2,29,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,2,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,225.4
-122.98666666666666,49.28611111111111,,16,31,0,-122.987,49.286,1976-03,0,,5.6,3.78,1101146,1976,172.03,724.1976.3,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,3,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,141.8
-122.98666666666666,49.28611111111111,,11,30,0,-122.987,49.286,1976-04,0,,0,1.31,1101146,1976,145.71,724.1976.4,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,4,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,132.1
-122.98666666666666,49.28611111111111,,14,31,0,-122.987,49.286,1976-05,0,,0,,1101146,1976,111.73,724.1976.5,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,5,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,149.5
-122.98666666666666,49.28611111111111,,10,30,0,-122.987,49.286,1976-06,0,,0,,1101146,1976,97.3,724.1976.6,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,6,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,105.1
-122.98666666666666,49.28611111111111,,8,31,0,-122.987,49.286,1976-07,0,,0,,1101146,1976,62.37,724.1976.7,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,7,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,35.1
-122.98666666666666,49.28611111111111,,11,31,0,-122.987,49.286,1976-08,0,,0,,1101146,1976,64.83,724.1976.8,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,8,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,114.1
-122.98666666666666,49.28611111111111,,5,30,0,-122.987,49.286,1976-09,0,,0,,1101146,1976,81.22,724.1976.9,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,9,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,73.1
-122.98666666666666,49.28611111111111,,11,31,0,-122.987,49.286,1976-10,0,,0,0.17,1101146,1976,202.3,724.1976.10,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,10,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,132.5
-122.98666666666666,49.28611111111111,,9,30,0,-122.987,49.286,1976-11,0,,0,4.07,1101146,1976,308.08,724.1976.11,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,11,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,114.6
-122.98666666666666,49.28611111111111,,19,31,0,-122.987,49.286,1976-12,0,,0,19.33,1101146,1976,250.2,724.1976.12,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,12,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,251.8
-122.98666666666666,49.28611111111111,,11,31,0,-122.987,49.286,1977-01,0,,4.3,18.82,1101146,1977,261.12,724.1977.1,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,1,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,160.6
-122.98666666666666,49.28611111111111,,17,28,0,-122.987,49.286,1977-02,0,,2.5,15.1,1101146,1977,189.28,724.1977.2,28,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,2,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,158.2
-122.98666666666666,49.28611111111111,,17,31,0,-122.987,49.286,1977-03,0,,6.4,3.78,1101146,1977,172.03,724.1977.3,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,3,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,153.1
-122.98666666666666,49.28611111111111,,10,30,0,-122.987,49.286,1977-04,0,,0,1.31,1101146,1977,145.71,724.1977.4,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,4,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,85.3
-122.98666666666666,49.28611111111111,,15,31,0,-122.987,49.286,1977-05,0,,0,,1101146,1977,111.73,724.1977.5,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,5,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,139.4
-122.98666666666666,49.28611111111111,,5,30,0,-122.987,49.286,1977-06,0,,0,,1101146,1977,97.3,724.1977.6,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,6,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,28.3
-122.98666666666666,49.28611111111111,,8,31,0,-122.987,49.286,1977-07,0,,0,,1101146,1977,62.37,724.1977.7,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,7,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,84.5
-122.98666666666666,49.28611111111111,,6,31,0,-122.987,49.286,1977-08,0,,0,,1101146,1977,64.83,724.1977.8,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,8,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,91.2
-122.98666666666666,49.28611111111111,,13,30,0,-122.987,49.286,1977-09,0,,0,,1101146,1977,81.22,724.1977.9,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,9,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,134.3
-122.98666666666666,49.28611111111111,,15,31,0,-122.987,49.286,1977-10,0,,0,0.17,1101146,1977,202.3,724.1977.10,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,10,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,196.3
-122.98666666666666,49.28611111111111,,19,30,0,-122.987,49.286,1977-11,0,,10.9,4.07,1101146,1977,308.08,724.1977.11,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,11,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,317.9
-122.98666666666666,49.28611111111111,,15,31,0,-122.987,49.286,1977-12,0,,7.6,19.33,1101146,1977,250.2,724.1977.12,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,12,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,240.5
-122.98666666666666,49.28611111111111,,16,31,0,-122.987,49.286,1978-01,0,,32.8,18.82,1101146,1978,261.12,724.1978.1,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,1,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,153.5
-122.98666666666666,49.28611111111111,,14,28,0,-122.987,49.286,1978-02,0,,9.7,15.1,1101146,1978,189.28,724.1978.2,28,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,2,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,131.9
-122.98666666666666,49.28611111111111,,16,31,0,-122.987,49.286,1978-03,0,,0,3.78,1101146,1978,172.03,724.1978.3,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,3,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,139
-122.98666666666666,49.28611111111111,,16,30,0,-122.987,49.286,1978-04,0,,0,1.31,1101146,1978,145.71,724.1978.4,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,4,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,131.6
-122.98666666666666,49.28611111111111,,12,31,0,-122.987,49.286,1978-05,0,,0,,1101146,1978,111.73,724.1978.5,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,5,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,115.9
-122.98666666666666,49.28611111111111,,9,30,0,-122.987,49.286,1978-06,0,,0,,1101146,1978,97.3,724.1978.6,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,6,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,50.3
-122.98666666666666,49.28611111111111,,3,31,0,-122.987,49.286,1978-07,0,,0,,1101146,1978,62.37,724.1978.7,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,7,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,11.5
-122.98666666666666,49.28611111111111,,10,31,0,-122.987,49.286,1978-08,0,,0,,1101146,1978,64.83,724.1978.8,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,8,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,117.1
-122.98666666666666,49.28611111111111,,15,30,0,-122.987,49.286,1978-09,0,,0,,1101146,1978,81.22,724.1978.9,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,9,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,154
-122.98666666666666,49.28611111111111,,9,31,0,-122.987,49.286,1978-10,0,,0,0.17,1101146,1978,202.3,724.1978.10,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,10,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,46
-122.98666666666666,49.28611111111111,,13,30,0,-122.987,49.286,1978-11,0,,0.6,4.07,1101146,1978,308.08,724.1978.11,30,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,11,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,180.7
-122.98666666666666,49.28611111111111,,15,31,0,-122.987,49.286,1978-12,0,,23,19.33,1101146,1978,250.2,724.1978.12,31,,BURNABY CAPITOL HILL,BRITISH COLUMBIA,,0,,12,,2014-07-31 11:48:20,,,BC,,COLOMBIE-BRITANNIQUE,,124.6
