x,y,DAYS_WITH_VALID_SUNSHINE,FRE_PROVINCE_NAME,CLIMATE_IDENTIFIER,HEATING_DEGREE_DAYS,TOTAL_PRECIPITATION,DAYS_WITH_VALID_PRECIP,ENG_PROVINCE_NAME,LOCAL_YEAR,PROVINCE_CODE,DAYS_WITH_PRECIP_GE_1MM,SNOW_ON_GROUND_LAST_DAY,DAYS_WITH_VALID_MAX_TEMP,TOTAL_SNOWFALL,NORMAL_SNOWFALL,NORMAL_SUNSHINE,BRIGHT_SUNSHINE,MEAN_TEMPERATURE,LOCAL_MONTH,ID,LATITUDE,NORMAL_MEAN_TEMPERATURE,NORMAL_PRECIPITATION,STATION_NAME,COOLING_DEGREE_DAYS,DAYS_WITH_VALID_MEAN_TEMP,LAST_UPDATED,DAYS_WITH_VALID_MIN_TEMP,DAYS_WITH_VALID_SNOWFALL,LONGITUDE,LOCAL_DATE,MAX_TEMPERATURE,MIN_TEMPERATURE
-140.8675,62.41027777777778,,YUKON,2100160,963,8.9,31,YUKON TERRITORY,1976,YT,3,41,31,9.2,12.9,,,-13.064516129032258,3,1518.1976.3,62.410,-12.33,12.9,BEAVER CREEK A,0,31,2022-05-27 10:43:30,31,31,-140.868,1976-03,3.3,-34.4
-140.8675,62.41027777777778,,YUKON,2100160,593.8,9.2,30,YUKON TERRITORY,1976,YT,2,0,30,10,7.47,,,-1.7933333333333332,4,1518.1976.4,62.410,-1.27,8.84,BEAVER CREEK A,0,30,2022-05-27 11:30:46,30,30,-140.868,1976-04,19.4,-20.6
-140.8675,62.41027777777778,,YUKON,2100160,395.1,37.6,31,YUKON TERRITORY,1976,YT,8,0,31,3.8,4.11,,,5.254838709677419,5,1518.1976.5,62.410,6.64,39.69,BEAVER CREEK A,0,31,2022-05-27 11:16:13,31,31,-140.868,1976-05,17.8,-6.1
-140.8675,62.41027777777778,,YUKON,2100160,182.2,61,30,YUKON TERRITORY,1976,YT,10,0,30,0,,,,11.94,6,1518.1976.6,62.410,12.36,72,BEAVER CREEK A,0.4,30,2022-05-27 11:35:04,30,30,-140.868,1976-06,26.7,-1.7
-140.8675,62.41027777777778,,YUKON,2100160,106.3,85.5,31,YUKON TERRITORY,1976,YT,13,0,31,0,,,,14.580645161290322,7,1518.1976.7,62.410,14.08,101.25,BEAVER CREEK A,0.3,31,2022-05-27 11:12:32,31,31,-140.868,1976-07,28.3,2.2
-140.8675,62.41027777777778,,YUKON,2100160,179.7,66.4,31,YUKON TERRITORY,1976,YT,11,0,31,0,0.39,,,12.293548387096774,8,1518.1976.8,62.410,11.34,57.08,BEAVER CREEK A,2.8,31,2022-05-27 11:12:35,31,31,-140.868,1976-08,31.1,-2.8
-140.8675,62.41027777777778,,YUKON,2100160,381.6,11,30,YUKON TERRITORY,1976,YT,3,0,30,0,9.14,,,5.28,9,1518.1976.9,62.410,4.62,36.89,BEAVER CREEK A,0,30,2022-05-27 11:23:15,30,30,-140.868,1976-09,20.6,-10
-140.8675,62.41027777777778,,YUKON,2100160,749.5,11.6,31,YUKON TERRITORY,1976,YT,3,10,31,11.6,24.1,,,-6.17741935483871,10,1518.1976.10,62.410,-6.21,28.08,BEAVER CREEK A,0,31,2022-05-27 11:26:44,31,31,-140.868,1976-10,12.2,-20
-140.8675,62.41027777777778,,YUKON,2100160,945.8,0.8,30,YUKON TERRITORY,1976,YT,0,3,30,1,19.21,,,-13.526666666666667,11,1518.1976.11,62.410,-18.98,19.21,BEAVER CREEK A,0,30,2022-05-27 10:43:52,30,30,-140.868,1976-11,7.8,-30
-140.8675,62.41027777777778,,YUKON,2100160,1325.4,11.8,31,YUKON TERRITORY,1976,YT,5,13,31,13.9,12.81,,,-24.75483870967742,12,1518.1976.12,62.410,-23.58,13.53,BEAVER CREEK A,0,31,2022-05-27 10:43:52,31,31,-140.868,1976-12,5.6,-40
-140.8675,62.41027777777778,,YUKON,2100160,1080.2,19,31,YUKON TERRITORY,1977,YT,5,22,31,19.4,13.85,,,-16.84516129032258,1,1518.1977.1,62.410,-25.21,13.85,BEAVER CREEK A,0,31,2022-05-27 10:49:11,31,31,-140.868,1977-01,0.6,-33.5
-140.8675,62.41027777777778,,YUKON,2100160,961.9,0.3,28,YUKON TERRITORY,1977,YT,0,17,28,0.3,13.94,,,-16.353571428571428,2,1518.1977.2,62.410,-19.86,13.94,BEAVER CREEK A,0,28,2022-05-27 10:43:52,28,28,-140.868,1977-02,4.4,-34.5
-140.8675,62.41027777777778,,YUKON,2100160,941.7,9.6,31,YUKON TERRITORY,1977,YT,5,16,31,17.6,12.9,,,-12.37741935483871,3,1518.1977.3,62.410,-12.33,12.9,BEAVER CREEK A,0,31,2022-05-27 11:23:31,31,31,-140.868,1977-03,4.3,-32.7
-140.8675,62.41027777777778,,YUKON,2100160,573.6,5.3,30,YUKON TERRITORY,1977,YT,3,0,30,5.4,7.47,,,-1.12,4,1518.1977.4,62.410,-1.27,8.84,BEAVER CREEK A,0,30,2022-05-27 11:23:30,30,30,-140.868,1977-04,16.3,-19.5
-140.8675,62.41027777777778,,YUKON,2100160,368.5,64.5,31,YUKON TERRITORY,1977,YT,12,0,31,14.9,4.11,,,6.112903225806452,5,1518.1977.5,62.410,6.64,39.69,BEAVER CREEK A,0,31,2022-05-27 11:26:58,31,31,-140.868,1977-05,21.1,-7
-140.8675,62.41027777777778,,YUKON,2100160,194.6,138,30,YUKON TERRITORY,1977,YT,17,0,30,0,,,,11.513333333333334,6,1518.1977.6,62.410,12.36,72,BEAVER CREEK A,0,30,2022-05-27 11:31:01,30,30,-140.868,1977-06,23.1,-0.4
-140.8675,62.41027777777778,,YUKON,2100160,140.4,89.6,31,YUKON TERRITORY,1977,YT,16,0,31,0,,,,13.57741935483871,7,1518.1977.7,62.410,14.08,101.25,BEAVER CREEK A,3.3,31,2022-05-27 11:30:59,31,31,-140.868,1977-07,28.5,-0.5
-140.8675,62.41027777777778,,YUKON,2100160,109.5,24.1,31,YUKON TERRITORY,1977,YT,8,0,31,0,0.39,,,14.561290322580644,8,1518.1977.8,62.410,11.34,57.08,BEAVER CREEK A,2.9,31,2022-05-27 11:27:03,31,31,-140.868,1977-08,29.7,-1.4
-140.8675,62.41027777777778,,YUKON,2100160,366.8,25.9,30,YUKON TERRITORY,1977,YT,6,16,30,21.2,9.14,,,5.773333333333333,9,1518.1977.9,62.410,4.62,36.89,BEAVER CREEK A,0,30,2022-05-27 11:31:04,30,30,-140.868,1977-09,21,-6
-140.8675,62.41027777777778,,YUKON,2100160,738.6,4.2,31,YUKON TERRITORY,1977,YT,3,8,31,7.6,24.1,,,-5.825806451612904,10,1518.1977.10,62.410,-6.21,28.08,BEAVER CREEK A,0,31,2022-05-27 11:16:26,31,31,-140.868,1977-10,7.7,-25
-140.8675,62.41027777777778,,YUKON,2100160,1276.7,6.1,30,YUKON TERRITORY,1977,YT,4,21,30,11.6,19.21,,,-24.55666666666667,11,1518.1977.11,62.410,-18.98,19.21,BEAVER CREEK A,0,30,2022-05-27 10:38:47,30,30,-140.868,1977-11,-8.6,-40.2
-140.8675,62.41027777777778,,YUKON,2100160,1548.5,11.3,31,YUKON TERRITORY,1977,YT,4,29,31,12.6,12.81,,,-31.951612903225808,12,1518.1977.12,62.410,-23.58,13.53,BEAVER CREEK A,0,31,2022-05-27 11:35:20,31,31,-140.868,1977-12,-6.5,-49.5
-140.8675,62.41027777777778,,YUKON,2100160,1405.6,18,31,YUKON TERRITORY,1978,YT,3,,31,18,13.85,,,-27.34193548387097,1,1518.1978.1,62.410,-25.21,13.85,BEAVER CREEK A,0,31,2014-07-31 11:49:02,31,31,-140.868,1978-01,-5,-47
-140.8675,62.41027777777778,,YUKON,2100160,1063.5,5,28,YUKON TERRITORY,1978,YT,3,,28,5,13.94,,,-19.982142857142858,2,1518.1978.2,62.410,-19.86,13.94,BEAVER CREEK A,0,28,2014-07-31 11:49:02,28,28,-140.868,1978-02,1,-43
-140.8675,62.41027777777778,,YUKON,2100160,476.2,3,19,YUKON TERRITORY,1978,YT,2,,18,3,12.9,,,-8.455555555555556,3,1518.1978.3,62.410,-12.33,12.9,BEAVER CREEK A,0,18,2014-07-31 11:49:02,20,19,-140.868,1978-03,6,-37
-140.8675,62.41027777777778,,YUKON,2100160,557.6,2,30,YUKON TERRITORY,1978,YT,1,,30,2,7.47,,,-0.5866666666666667,4,1518.1978.4,62.410,-1.27,8.84,BEAVER CREEK A,0,30,2014-07-31 11:49:02,30,30,-140.868,1978-04,14,-21
-140.8675,62.41027777777778,,YUKON,2100160,489.5,15,24,YUKON TERRITORY,1980,YT,6,,19,15,19.21,,,-16.964285714285715,11,1518.1980.11,62.410,-18.98,19.21,BEAVER CREEK A,0,14,2014-07-31 11:49:02,19,24,-140.868,1980-11,-5,-29
-140.8675,62.41027777777778,,YUKON,2100160,1160.8,7,25,YUKON TERRITORY,1980,YT,4,,21,7,12.81,,,-37.27619047619048,12,1518.1980.12,62.410,-23.58,13.53,BEAVER CREEK A,0,21,2014-07-31 11:49:02,21,25,-140.868,1980-12,-8,-51
-140.8675,62.41027777777778,,YUKON,2100160,698,12,28,YUKON TERRITORY,1981,YT,3,,19,12,13.94,,,-18.736842105263158,2,1518.1981.2,62.410,-19.86,13.94,BEAVER CREEK A,0,19,2014-07-31 11:49:02,19,28,-140.868,1981-02,-1,-38
-140.8675,62.41027777777778,,YUKON,2100160,580.2,1.5,31,YUKON TERRITORY,1981,YT,1,,22,1.5,12.9,,,-8.372727272727273,3,1518.1981.3,62.410,-12.33,12.9,BEAVER CREEK A,0,22,2014-07-31 11:49:02,22,31,-140.868,1981-03,10,-28
-140.8675,62.41027777777778,,YUKON,2100160,454.5,8,30,YUKON TERRITORY,1981,YT,3,,21,8,7.47,,,-4.725,4,1518.1981.4,62.410,-1.27,8.84,BEAVER CREEK A,0,20,2014-07-31 11:49:02,22,30,-140.868,1981-04,10,-23
-140.8675,62.41027777777778,,YUKON,2100160,174.5,37,31,YUKON TERRITORY,1981,YT,7,0,22,0,4.11,,,8.305555555555555,5,1518.1981.5,62.410,6.64,39.69,BEAVER CREEK A,0,18,2014-07-31 11:49:02,20,31,-140.868,1981-05,23,-7
-140.8675,62.41027777777778,,YUKON,2100160,149.8,51.4,30,YUKON TERRITORY,1981,YT,13,0,21,0,,,,9.188235294117646,6,1518.1981.6,62.410,12.36,72,BEAVER CREEK A,0,17,2014-07-31 11:49:02,22,30,-140.868,1981-06,21.5,-3
-140.8675,62.41027777777778,,YUKON,2100160,105.6,71.8,31,YUKON TERRITORY,1981,YT,12,0,22,0,,,,11.788235294117648,7,1518.1981.7,62.410,14.08,101.25,BEAVER CREEK A,0,17,2014-07-31 11:49:02,22,31,-140.868,1981-07,26,-2
-140.8675,62.41027777777778,,YUKON,2100160,142.4,64.5,31,YUKON TERRITORY,1981,YT,9,0,23,0,0.39,,,10.088888888888889,8,1518.1981.8,62.410,11.34,57.08,BEAVER CREEK A,0,18,2014-07-31 11:49:02,22,31,-140.868,1981-08,25.5,-5
-140.8675,62.41027777777778,,YUKON,2100160,275.6,42.4,30,YUKON TERRITORY,1981,YT,11,0,21,15,9.14,,,1.7882352941176471,9,1518.1981.9,62.410,4.62,36.89,BEAVER CREEK A,0,17,2014-07-31 11:49:02,21,30,-140.868,1981-09,16.5,-13
-140.8675,62.41027777777778,,YUKON,2100160,296.3,39.5,31,YUKON TERRITORY,1981,YT,10,0,19,31,24.1,,,-4.792307692307692,10,1518.1981.10,62.410,-6.21,28.08,BEAVER CREEK A,0,13,2014-07-31 11:49:02,17,31,-140.868,1981-10,6.5,-20
-140.8675,62.41027777777778,,YUKON,2100160,470.4,34,30,YUKON TERRITORY,1981,YT,7,,20,34,19.21,,,-15.6,11,1518.1981.11,62.410,-18.98,19.21,BEAVER CREEK A,0,14,2014-07-31 11:49:02,20,30,-140.868,1981-11,-2,-31
-140.8675,62.41027777777778,,YUKON,2100160,770.3,4,31,YUKON TERRITORY,1981,YT,2,,22,4,12.81,,,-24.794444444444444,12,1518.1981.12,62.410,-23.58,13.53,BEAVER CREEK A,0,18,2014-07-31 11:49:02,23,31,-140.868,1981-12,-2,-47
-140.8675,62.41027777777778,,YUKON,2100160,917.8,6,31,YUKON TERRITORY,1982,YT,4,,20,6,13.85,,,-35.98823529411764,1,1518.1982.1,62.410,-25.21,13.85,BEAVER CREEK A,0,17,2014-07-31 11:49:02,23,31,-140.868,1982-01,-17.5,-52
-140.8675,62.41027777777778,,YUKON,2100160,689.3,48,28,YUKON TERRITORY,1982,YT,6,,19,48,13.94,,,-22.54705882352941,2,1518.1982.2,62.410,-19.86,13.94,BEAVER CREEK A,0,17,2014-07-31 11:49:02,21,28,-140.868,1982-02,-1,-52
-140.8675,62.41027777777778,,YUKON,2100160,632,31,31,YUKON TERRITORY,1982,YT,7,,22,31,12.9,,,-17.11111111111111,3,1518.1982.3,62.410,-12.33,12.9,BEAVER CREEK A,0,18,2014-07-31 11:49:02,23,31,-140.868,1982-03,7.5,-48
-140.8675,62.41027777777778,,YUKON,2100160,416.4,13,30,YUKON TERRITORY,1982,YT,3,,21,13,7.47,,,-6.4941176470588236,4,1518.1982.4,62.410,-1.27,8.84,BEAVER CREEK A,0,17,2017-10-17 14:47:18,21,30,-140.868,1982-04,10,-34
-140.8675,62.41027777777778,,YUKON,2100160,242.2,42,31,YUKON TERRITORY,1982,YT,11,,22,4,4.11,,,3.7529411764705882,5,1518.1982.5,62.410,6.64,39.69,BEAVER CREEK A,0,17,2014-07-31 11:49:02,22,31,-140.868,1982-05,22,-10
-140.8675,62.41027777777778,,YUKON,2100160,124.8,41,30,YUKON TERRITORY,1982,YT,7,0,21,0,,,,10.658823529411764,6,1518.1982.6,62.410,12.36,72,BEAVER CREEK A,0,17,2014-07-31 11:49:02,22,30,-140.868,1982-06,29,-7
-140.8675,62.41027777777778,,YUKON,2100160,65.2,51.3,31,YUKON TERRITORY,1982,YT,5,0,22,0,,,,13.925,7,1518.1982.7,62.410,14.08,101.25,BEAVER CREEK A,0,16,2014-07-31 11:49:02,22,31,-140.868,1982-07,28,1
-140.8675,62.41027777777778,,YUKON,2100160,137.1,62.5,31,YUKON TERRITORY,1982,YT,10,0,22,0,0.39,,,9.935294117647059,8,1518.1982.8,62.410,11.34,57.08,BEAVER CREEK A,0,17,2014-07-31 11:49:02,22,31,-140.868,1982-08,28.5,-3
-140.8675,62.41027777777778,,YUKON,2100160,224,24.5,30,YUKON TERRITORY,1982,YT,5,0,21,0,9.14,,,4.823529411764706,9,1518.1982.9,62.410,4.62,36.89,BEAVER CREEK A,0,17,2014-07-31 11:49:02,22,30,-140.868,1982-09,26.5,-8
-140.8675,62.41027777777778,,YUKON,2100160,356.1,37,31,YUKON TERRITORY,1982,YT,9,0,17,37,24.1,,,-9.392307692307693,10,1518.1982.10,62.410,-6.21,28.08,BEAVER CREEK A,0,13,2014-07-31 11:49:02,18,31,-140.868,1982-10,7,-37
-140.8675,62.41027777777778,,YUKON,2100160,496.9,21,29,YUKON TERRITORY,1982,YT,8,,18,21,19.21,,,-20.223076923076924,11,1518.1982.11,62.410,-18.98,19.21,BEAVER CREEK A,0,13,2014-07-31 11:49:02,18,29,-140.868,1982-11,-6,-42
-140.8675,62.41027777777778,,YUKON,2100160,588.1,7,31,YUKON TERRITORY,1982,YT,2,,18,7,12.81,,,-24.007142857142856,12,1518.1982.12,62.410,-23.58,13.53,BEAVER CREEK A,0,14,2014-07-31 11:49:02,19,31,-140.868,1982-12,-1,-37.5
-140.8675,62.41027777777778,,YUKON,2100160,592,25.3,31,YUKON TERRITORY,1983,YT,5,,17,25.3,13.85,,,-31.333333333333332,1,1518.1983.1,62.410,-25.21,13.85,BEAVER CREEK A,0,12,2014-07-31 11:49:02,17,31,-140.868,1983-01,-13,-49
-140.8675,62.41027777777778,,YUKON,2100160,422.3,18,28,YUKON TERRITORY,1983,YT,5,54,17,18,13.94,,,-20.39090909090909,2,1518.1983.2,62.410,-19.86,13.94,BEAVER CREEK A,0,11,2014-07-31 11:49:02,15,28,-140.868,1983-02,-1.5,-41
-140.8675,62.41027777777778,,YUKON,2100160,525.6,2,25,YUKON TERRITORY,1983,YT,2,,20,2,12.9,,,-14.85,3,1518.1983.3,62.410,-12.33,12.9,BEAVER CREEK A,0,16,2014-07-31 11:49:02,21,25,-140.868,1983-03,2,-36
-140.8675,62.41027777777778,,YUKON,2100160,261.5,0,21,YUKON TERRITORY,1983,YT,0,,19,0,7.47,,,-0.6785714285714286,4,1518.1983.4,62.410,-1.27,8.84,BEAVER CREEK A,0,14,2014-07-31 11:49:02,18,21,-140.868,1983-04,17,-23
-140.8675,62.41027777777778,,YUKON,2100160,208.2,40,31,YUKON TERRITORY,1983,YT,8,0,22,0,4.11,,,6.433333333333334,5,1518.1983.5,62.410,6.64,39.69,BEAVER CREEK A,0,18,2014-07-31 11:49:02,23,31,-140.868,1983-05,29,-5
-140.8675,62.41027777777778,,YUKON,2100160,104.5,79.5,30,YUKON TERRITORY,1983,YT,11,0,21,0,,,,11.852941176470589,6,1518.1983.6,62.410,12.36,72,BEAVER CREEK A,0,17,2014-07-31 11:49:02,22,30,-140.868,1983-06,30,3
-140.8675,62.41027777777778,,YUKON,2100160,87.1,95.8,31,YUKON TERRITORY,1983,YT,14,0,22,0,,,,13.161111111111111,7,1518.1983.7,62.410,14.08,101.25,BEAVER CREEK A,0,18,2014-07-31 11:49:02,22,31,-140.868,1983-07,26,0
-140.8675,62.41027777777778,,YUKON,2100160,146.2,63.5,31,YUKON TERRITORY,1983,YT,13,0,22,0,0.39,,,9.877777777777778,8,1518.1983.8,62.410,11.34,57.08,BEAVER CREEK A,0,18,2014-07-31 11:49:02,22,31,-140.868,1983-08,24,-2
-140.8675,62.41027777777778,,YUKON,2100160,306.9,23.1,30,YUKON TERRITORY,1983,YT,5,,22,10,9.14,,,0.95,9,1518.1983.9,62.410,4.62,36.89,BEAVER CREEK A,0,18,2014-07-31 11:49:02,22,30,-140.868,1983-09,16,-26
-140.8675,62.41027777777778,,YUKON,2100160,748.5,17.4,31,YUKON TERRITORY,1983,YT,5,3,31,17.4,24.1,,,-6.145161290322581,10,1518.1983.10,62.410,-6.21,28.08,BEAVER CREEK A,0,31,2014-07-31 11:49:02,31,31,-140.868,1983-10,13,-24
-140.8675,62.41027777777778,,YUKON,2100160,1090.3,8.8,30,YUKON TERRITORY,1983,YT,5,10,30,8.8,19.21,,,-18.343333333333334,11,1518.1983.11,62.410,-18.98,19.21,BEAVER CREEK A,0,30,2014-07-31 11:49:02,30,30,-140.868,1983-11,-7,-33.5
-140.8675,62.41027777777778,,YUKON,2100160,1436.8,12.6,31,YUKON TERRITORY,1983,YT,5,15,31,12.6,12.81,,,-28.348387096774193,12,1518.1983.12,62.410,-23.58,13.53,BEAVER CREEK A,0,31,2014-07-31 11:49:02,31,31,-140.868,1983-12,-11,-42
-140.8675,62.41027777777778,,YUKON,2100160,1289.4,17,31,YUKON TERRITORY,1984,YT,8,25,31,17,13.85,,,-23.593548387096774,1,1518.1984.1,62.410,-25.21,13.85,BEAVER CREEK A,0,31,2014-07-31 11:49:02,31,31,-140.868,1984-01,-2,-50.5
-140.8675,62.41027777777778,,YUKON,2100160,1118.7,12,29,YUKON TERRITORY,1984,YT,6,29,29,12,13.94,,,-20.575862068965517,2,1518.1984.2,62.410,-19.86,13.94,BEAVER CREEK A,0,29,2014-07-31 11:49:02,29,29,-140.868,1984-02,-5,-38
-140.8675,62.41027777777778,,YUKON,2100160,771.2,2,31,YUKON TERRITORY,1984,YT,1,24,31,2,12.9,,,-6.877419354838709,3,1518.1984.3,62.410,-12.33,12.9,BEAVER CREEK A,0,31,2014-07-31 11:49:02,31,31,-140.868,1984-03,8.5,-22
-140.8675,62.41027777777778,,YUKON,2100160,546.1,7,30,YUKON TERRITORY,1984,YT,1,0,30,7,7.47,,,-0.20333333333333334,4,1518.1984.4,62.410,-1.27,8.84,BEAVER CREEK A,0,30,2014-07-31 11:49:02,30,30,-140.868,1984-04,13.5,-17
-140.8675,62.41027777777778,,YUKON,2100160,357.8,11.7,31,YUKON TERRITORY,1984,YT,3,0,31,0,4.11,,,6.458064516129032,5,1518.1984.5,62.410,6.64,39.69,BEAVER CREEK A,0,31,2014-07-31 11:49:02,31,31,-140.868,1984-05,19,-6.5
-140.8675,62.41027777777778,,YUKON,2100160,186.6,62.1,30,YUKON TERRITORY,1984,YT,13,0,30,0,,,,11.78,6,1518.1984.6,62.410,12.36,72,BEAVER CREEK A,0,30,2014-07-31 11:49:02,30,30,-140.868,1984-06,24.5,-1
-140.8675,62.41027777777778,,YUKON,2100160,167.6,75.7,31,YUKON TERRITORY,1984,YT,11,0,31,0,,,,12.593548387096774,7,1518.1984.7,62.410,14.08,101.25,BEAVER CREEK A,0,31,2014-07-31 11:49:02,31,31,-140.868,1984-07,24,1.5
-140.8675,62.41027777777778,,YUKON,2100160,230.2,46.3,31,YUKON TERRITORY,1984,YT,6,0,31,9.8,0.39,,,10.583870967741936,8,1518.1984.8,62.410,11.34,57.08,BEAVER CREEK A,0.3,31,2014-07-31 11:49:02,31,31,-140.868,1984-08,26,-2.5
-140.8675,62.41027777777778,,YUKON,2100160,409.3,6.7,30,YUKON TERRITORY,1984,YT,2,0,30,0,9.14,,,4.3566666666666665,9,1518.1984.9,62.410,4.62,36.89,BEAVER CREEK A,0,30,2014-07-31 11:49:02,30,30,-140.868,1984-09,14.5,-9
-140.8675,62.41027777777778,,YUKON,2100160,735.2,12.4,31,YUKON TERRITORY,1984,YT,5,,31,12,24.1,,,-5.716129032258064,10,1518.1984.10,62.410,-6.21,28.08,BEAVER CREEK A,0,31,2014-07-31 11:49:02,31,31,-140.868,1984-10,13.5,-34.5
-140.8675,62.41027777777778,,YUKON,2100160,1178.9,15.9,30,YUKON TERRITORY,1984,YT,5,,30,15.9,19.21,,,-21.296666666666667,11,1518.1984.11,62.410,-18.98,19.21,BEAVER CREEK A,0,30,2014-07-31 11:49:02,30,30,-140.868,1984-11,-9,-38.5
-140.8675,62.41027777777778,,YUKON,2100160,1172.6,35,31,YUKON TERRITORY,1984,YT,6,31,28,17,12.81,,,-23.87857142857143,12,1518.1984.12,62.410,-23.58,13.53,BEAVER CREEK A,0,28,2014-07-31 11:49:02,31,31,-140.868,1984-12,-6,-45.5
-140.8675,62.41027777777778,,YUKON,2100160,1090.3,8.8,31,YUKON TERRITORY,1985,YT,4,29,31,8.8,13.85,,,-17.170967741935485,1,1518.1985.1,62.410,-25.21,13.85,BEAVER CREEK A,0,31,2014-07-31 11:49:02,31,31,-140.868,1985-01,-2.5,-29.5
-140.8675,62.41027777777778,,YUKON,2100160,1159.5,33,28,YUKON TERRITORY,1985,YT,7,,28,33,13.94,,,-23.410714285714285,2,1518.1985.2,62.410,-19.86,13.94,BEAVER CREEK A,0,28,2014-07-31 11:49:02,28,28,-140.868,1985-02,-0.5,-44.5
