x,y,LAST_UPDATED,NORMAL_SNOWFALL,DAYS_WITH_VALID_SNOWFALL,DAYS_WITH_VALID_MIN_TEMP,MEAN_TEMPERATURE,CLIMATE_IDENTIFIER,ENG_PROVINCE_NAME,DAYS_WITH_VALID_MAX_TEMP,PROVINCE_CODE,SNOW_ON_GROUND_LAST_DAY,MIN_TEMPERATURE,COOLING_DEGREE_DAYS,TOTAL_PRECIPITATION,LATITUDE,STATION_NAME,DAYS_WITH_VALID_MEAN_TEMP,BRIGHT_SUNSHINE,LOCAL_MONTH,MAX_TEMPERATURE,NORMAL_SUNSHINE,LOCAL_YEAR,DAYS_WITH_VALID_PRECIP,DAYS_WITH_VALID_SUNSHINE,FRE_PROVINCE_NAME,ID,LONGITUDE,HEATING_DEGREE_DAYS,LOCAL_DATE,TOTAL_SNOWFALL,NORMAL_MEAN_TEMPERATURE,DAYS_WITH_PRECIP_GE_1MM,NORMAL_PRECIPITATION
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,30,28,9.785714285714286,1170R01,BRITISH COLUMBIA,29,BC,0,-6.5,0,52.3,50.949,BOBBIE BURNS,28,,9,26,,1995,30,,COLOMBIE-BRITANNIQUE,1350.1995.9,-116.929,230,1995-09,0,,8,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,0,31,0.7580645161290323,1170R01,BRITISH COLUMBIA,31,BC,,-15.5,0,,50.949,BOBBIE BURNS,31,,10,10,,1995,0,,COLOMBIE-BRITANNIQUE,1350.1995.10,-116.929,534.5,1995-10,,,,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,30,30,-4.263333333333334,1170R01,BRITISH COLUMBIA,30,BC,80,-20.5,0,135,50.949,BOBBIE BURNS,30,,11,3.5,,1995,20,,COLOMBIE-BRITANNIQUE,1350.1995.11,-116.929,667.9,1995-11,191,,13,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,-11.880645161290323,1170R01,BRITISH COLUMBIA,31,BC,114,-33.5,0,117,50.949,BOBBIE BURNS,31,,12,1.5,,1995,31,,COLOMBIE-BRITANNIQUE,1350.1995.12,-116.929,926.3,1995-12,117,,13,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,-14.241935483870968,1170R01,BRITISH COLUMBIA,31,BC,147,-38,0,147.5,50.949,BOBBIE BURNS,31,,1,4,,1996,31,,COLOMBIE-BRITANNIQUE,1350.1996.1,-116.929,999.5,1996-01,147.5,,20,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,29,29,-9.16551724137931,1170R01,BRITISH COLUMBIA,29,BC,165,-34,0,119,50.949,BOBBIE BURNS,29,,2,6,,1996,29,,COLOMBIE-BRITANNIQUE,1350.1996.2,-116.929,787.8,1996-02,118,,12,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,-5.2935483870967746,1170R01,BRITISH COLUMBIA,31,BC,151,-23,0,47,50.949,BOBBIE BURNS,31,,3,12,,1996,31,,COLOMBIE-BRITANNIQUE,1350.1996.3,-116.929,722.1,1996-03,47,,12,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,30,30,2.2379310344827585,1170R01,BRITISH COLUMBIA,29,BC,53,-13,0,26.5,50.949,BOBBIE BURNS,29,,4,15,,1996,14,,COLOMBIE-BRITANNIQUE,1350.1996.4,-116.929,457.1,1996-04,21.5,,3,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,28,4.582142857142857,1170R01,BRITISH COLUMBIA,29,BC,0,-6,0,76.6,50.949,BOBBIE BURNS,28,,5,18.5,,1996,31,,COLOMBIE-BRITANNIQUE,1350.1996.5,-116.929,375.7,1996-05,48,,11,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,30,30,9.323333333333334,1170R01,BRITISH COLUMBIA,30,BC,0,-2,0,42.5,50.949,BOBBIE BURNS,30,,6,22.5,,1996,30,,COLOMBIE-BRITANNIQUE,1350.1996.6,-116.929,260.3,1996-06,0,,9,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,12.82258064516129,1170R01,BRITISH COLUMBIA,31,BC,0,-0.5,0,46.8,50.949,BOBBIE BURNS,31,,7,29,,1996,31,,COLOMBIE-BRITANNIQUE,1350.1996.7,-116.929,160.5,1996-07,0,,8,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,12.746666666666666,1170R01,BRITISH COLUMBIA,30,BC,0,-1.5,0,37,50.949,BOBBIE BURNS,30,,8,29,,1996,31,,COLOMBIE-BRITANNIQUE,1350.1996.8,-116.929,157.6,1996-08,0,,11,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,30,30,6.806666666666667,1170R01,BRITISH COLUMBIA,30,BC,0,-8,0,53.1,50.949,BOBBIE BURNS,30,,9,23.5,,1996,30,,COLOMBIE-BRITANNIQUE,1350.1996.9,-116.929,335.8,1996-09,0,,13,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,0.8935483870967742,1170R01,BRITISH COLUMBIA,31,BC,15,-15.5,0,100.3,50.949,BOBBIE BURNS,31,,10,17.5,,1996,31,,COLOMBIE-BRITANNIQUE,1350.1996.10,-116.929,530.3,1996-10,56,,18,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,30,30,-6.873333333333333,1170R01,BRITISH COLUMBIA,30,BC,49,-25,0,135,50.949,BOBBIE BURNS,30,,11,5,,1996,30,,COLOMBIE-BRITANNIQUE,1350.1996.11,-116.929,746.2,1996-11,135,,22,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,-14.57741935483871,1170R01,BRITISH COLUMBIA,31,BC,115,-34,0,196,50.949,BOBBIE BURNS,31,,12,-0.5,,1996,31,,COLOMBIE-BRITANNIQUE,1350.1996.12,-116.929,1009.9,1996-12,196,,21,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,-10.754838709677419,1170R01,BRITISH COLUMBIA,31,BC,140,-36,0,130.5,50.949,BOBBIE BURNS,31,,1,4,,1997,31,,COLOMBIE-BRITANNIQUE,1350.1997.1,-116.929,891.4,1997-01,130.5,,18,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,28,28,-6.732142857142857,1170R01,BRITISH COLUMBIA,28,BC,120,-26,0,27,50.949,BOBBIE BURNS,28,,2,6,,1997,28,,COLOMBIE-BRITANNIQUE,1350.1997.2,-116.929,692.5,1997-02,27,,6,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,-4.309677419354839,1170R01,BRITISH COLUMBIA,31,BC,125,-23.5,0,145.1,50.949,BOBBIE BURNS,31,,3,9,,1997,31,,COLOMBIE-BRITANNIQUE,1350.1997.3,-116.929,691.6,1997-03,125.1,,18,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,30,30,-0.296551724137931,1170R01,BRITISH COLUMBIA,29,BC,63,-17.5,0,40.6,50.949,BOBBIE BURNS,29,,4,11,,1997,30,,COLOMBIE-BRITANNIQUE,1350.1997.4,-116.929,530.6,1997-04,12,,8,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,6.190322580645161,1170R01,BRITISH COLUMBIA,31,BC,0,-7,0,49.5,50.949,BOBBIE BURNS,31,,5,21,,1997,31,,COLOMBIE-BRITANNIQUE,1350.1997.5,-116.929,366.1,1997-05,5,,12,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,30,30,9.49,1170R01,BRITISH COLUMBIA,30,BC,0,-2,0,42.9,50.949,BOBBIE BURNS,30,,6,25,,1997,30,,COLOMBIE-BRITANNIQUE,1350.1997.6,-116.929,255.3,1997-06,0,,11,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,12.519354838709678,1170R01,BRITISH COLUMBIA,31,BC,0,0,0,90.2,50.949,BOBBIE BURNS,31,,7,29,,1997,31,,COLOMBIE-BRITANNIQUE,1350.1997.7,-116.929,169.9,1997-07,0,,16,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,12.487096774193548,1170R01,BRITISH COLUMBIA,31,BC,0,-0.5,1.5,81.4,50.949,BOBBIE BURNS,31,,8,32,,1997,31,,COLOMBIE-BRITANNIQUE,1350.1997.8,-116.929,172.4,1997-08,0,,15,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,30,30,9.133333333333333,1170R01,BRITISH COLUMBIA,30,BC,0,-4,0,119.4,50.949,BOBBIE BURNS,30,,9,24,,1997,30,,COLOMBIE-BRITANNIQUE,1350.1997.9,-116.929,266,1997-09,0,,18,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,2.232258064516129,1170R01,BRITISH COLUMBIA,31,BC,0,-8.5,0,86.8,50.949,BOBBIE BURNS,31,,10,12,,1997,31,,COLOMBIE-BRITANNIQUE,1350.1997.10,-116.929,488.8,1997-10,39.7,,12,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,0,30,-3.75,1170R01,BRITISH COLUMBIA,30,BC,,-15,0,,50.949,BOBBIE BURNS,30,,11,6,,1997,0,,COLOMBIE-BRITANNIQUE,1350.1997.11,-116.929,652.5,1997-11,,,,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,-9.567741935483872,1170R01,BRITISH COLUMBIA,31,BC,47,-25,0,95.5,50.949,BOBBIE BURNS,31,,12,3,,1997,31,,COLOMBIE-BRITANNIQUE,1350.1997.12,-116.929,854.6,1997-12,95.5,,12,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,-9.629032258064516,1170R01,BRITISH COLUMBIA,31,BC,,-37,0,222.9,50.949,BOBBIE BURNS,31,,1,3,,1998,31,,COLOMBIE-BRITANNIQUE,1350.1998.1,-116.929,856.5,1998-01,222.9,,20,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,28,28,-4.385714285714286,1170R01,BRITISH COLUMBIA,28,BC,82,-20.5,0,38,50.949,BOBBIE BURNS,28,,2,4,,1998,28,,COLOMBIE-BRITANNIQUE,1350.1998.2,-116.929,626.8,1998-02,38,,11,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,30,31,-2.1580645161290324,1170R01,BRITISH COLUMBIA,31,BC,75,-16,0,65.5,50.949,BOBBIE BURNS,31,,3,9,,1998,28,,COLOMBIE-BRITANNIQUE,1350.1998.3,-116.929,624.9,1998-03,67.5,,13,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,30,30,2.5068965517241377,1170R01,BRITISH COLUMBIA,29,BC,0,-11.5,0,,50.949,BOBBIE BURNS,29,,4,19.5,,1998,0,,COLOMBIE-BRITANNIQUE,1350.1998.4,-116.929,449.3,1998-04,7.5,,,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,30,31,9.229032258064516,1170R01,BRITISH COLUMBIA,31,BC,0,-4,0,38.8,50.949,BOBBIE BURNS,31,,5,21.5,,1998,29,,COLOMBIE-BRITANNIQUE,1350.1998.5,-116.929,271.9,1998-05,0,,9,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,30,28,10.967857142857143,1170R01,BRITISH COLUMBIA,28,BC,0,-1.5,0,67.5,50.949,BOBBIE BURNS,28,,6,23,,1998,30,,COLOMBIE-BRITANNIQUE,1350.1998.6,-116.929,196.9,1998-06,0,,16,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,28,15.856,1170R01,BRITISH COLUMBIA,28,BC,0,4,5.9,55.6,50.949,BOBBIE BURNS,25,,7,30,,1998,31,,COLOMBIE-BRITANNIQUE,1350.1998.7,-116.929,59.5,1998-07,0,,14,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,14.44516129032258,1170R01,BRITISH COLUMBIA,31,BC,0,1.5,1.5,30.8,50.949,BOBBIE BURNS,31,,8,30,,1998,31,,COLOMBIE-BRITANNIQUE,1350.1998.8,-116.929,111.7,1998-08,0,,7,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,30,30,11.396666666666667,1170R01,BRITISH COLUMBIA,30,BC,0,-2,0,21.4,50.949,BOBBIE BURNS,30,,9,27.5,,1998,30,,COLOMBIE-BRITANNIQUE,1350.1998.9,-116.929,198.1,1998-09,0,,3,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,3.0064516129032257,1170R01,BRITISH COLUMBIA,31,BC,0,-6,0,34.5,50.949,BOBBIE BURNS,31,,10,14,,1998,31,,COLOMBIE-BRITANNIQUE,1350.1998.10,-116.929,464.8,1998-10,0,,11,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,30,30,-2.3766666666666665,1170R01,BRITISH COLUMBIA,30,BC,85,-15.5,0,196,50.949,BOBBIE BURNS,30,,11,6,,1998,30,,COLOMBIE-BRITANNIQUE,1350.1998.11,-116.929,611.3,1998-11,196,,19,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,-11.029032258064516,1170R01,BRITISH COLUMBIA,31,BC,130,-36,0,153,50.949,BOBBIE BURNS,31,,12,2,,1998,31,,COLOMBIE-BRITANNIQUE,1350.1998.12,-116.929,899.9,1998-12,153,,19,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,-7.2064516129032254,1170R01,BRITISH COLUMBIA,31,BC,152,-24,0,161,50.949,BOBBIE BURNS,31,,1,2,,1999,31,,COLOMBIE-BRITANNIQUE,1350.1999.1,-116.929,781.4,1999-01,161,,14,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,28,28,-6.664285714285715,1170R01,BRITISH COLUMBIA,28,BC,171,-22,0,136,50.949,BOBBIE BURNS,28,,2,3,,1999,28,,COLOMBIE-BRITANNIQUE,1350.1999.2,-116.929,690.6,1999-02,136,,17,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,-3.229032258064516,1170R01,BRITISH COLUMBIA,31,BC,137,-20,0,55.5,50.949,BOBBIE BURNS,31,,3,14,,1999,29,,COLOMBIE-BRITANNIQUE,1350.1999.3,-116.929,658.1,1999-03,59.5,,10,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,30,30,1.7866666666666666,1170R01,BRITISH COLUMBIA,30,BC,50,-12.5,0,7,50.949,BOBBIE BURNS,30,,4,16,,1999,30,,COLOMBIE-BRITANNIQUE,1350.1999.4,-116.929,486.4,1999-04,4,,5,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,5.309677419354839,1170R01,BRITISH COLUMBIA,31,BC,0,-9,0,15.2,50.949,BOBBIE BURNS,31,,5,24,,1999,31,,COLOMBIE-BRITANNIQUE,1350.1999.5,-116.929,393.4,1999-05,1,,9,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,30,30,9.32,1170R01,BRITISH COLUMBIA,30,BC,0,-4,0,25.6,50.949,BOBBIE BURNS,30,,6,26,,1999,30,,COLOMBIE-BRITANNIQUE,1350.1999.6,-116.929,260.4,1999-06,0,,9,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,11.480645161290322,1170R01,BRITISH COLUMBIA,31,BC,0,-0.5,0,32.7,50.949,BOBBIE BURNS,31,,7,26.5,,1999,31,,COLOMBIE-BRITANNIQUE,1350.1999.7,-116.929,202.1,1999-07,0,,8,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,13.667741935483871,1170R01,BRITISH COLUMBIA,31,BC,0,1.5,0,77.9,50.949,BOBBIE BURNS,31,,8,27.5,,1999,31,,COLOMBIE-BRITANNIQUE,1350.1999.8,-116.929,134.3,1999-08,0,,12,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,30,30,7.756666666666667,1170R01,BRITISH COLUMBIA,30,BC,0,-7.5,0,30.8,50.949,BOBBIE BURNS,30,,9,22,,1999,30,,COLOMBIE-BRITANNIQUE,1350.1999.9,-116.929,307.3,1999-09,1,,6,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,26,31,1.793548387096774,1170R01,BRITISH COLUMBIA,31,BC,17,-10,0,57,50.949,BOBBIE BURNS,31,,10,13,,1999,26,,COLOMBIE-BRITANNIQUE,1350.1999.10,-116.929,502.4,1999-10,3,,7,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,22,26,6.1,1170R01,BRITISH COLUMBIA,26,BC,,-4.5,0,29.5,50.949,BOBBIE BURNS,24,,5,18,,2000,22,,COLOMBIE-BRITANNIQUE,1350.2000.5,-116.929,285.6,2000-05,0.8,,5,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,30,30,9.606666666666667,1170R01,BRITISH COLUMBIA,30,BC,0,-2.5,0,44.1,50.949,BOBBIE BURNS,30,,6,23,,2000,30,,COLOMBIE-BRITANNIQUE,1350.2000.6,-116.929,251.8,2000-06,0,,8,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,12.929032258064517,1170R01,BRITISH COLUMBIA,31,BC,0,-1.5,0,73.7,50.949,BOBBIE BURNS,31,,7,28,,2000,31,,COLOMBIE-BRITANNIQUE,1350.2000.7,-116.929,157.2,2000-07,0,,11,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,12.096774193548388,1170R01,BRITISH COLUMBIA,31,BC,0,-2,0,25.3,50.949,BOBBIE BURNS,31,,8,27,,2000,31,,COLOMBIE-BRITANNIQUE,1350.2000.8,-116.929,183,2000-08,0,,10,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,31,31,-11.54516129032258,1170R01,BRITISH COLUMBIA,31,BC,55,-29.5,0,108,50.949,BOBBIE BURNS,31,,12,0,,2000,31,,COLOMBIE-BRITANNIQUE,1350.2000.12,-116.929,915.9,2000-12,108,,15,
-116.92944444444444,50.949444444444445,2014-07-31 11:48:53,,0,26,-10.768,1170R01,BRITISH COLUMBIA,26,BC,71,-23,0,,50.949,BOBBIE BURNS,25,,12,1,,2001,0,,COLOMBIE-BRITANNIQUE,1350.2001.12,-116.929,719.2,2001-12,,,,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,21.7,50.821,BRISCO,0,,1,,,1924,31,,COLOMBIE-BRITANNIQUE,1352.1924.1,-116.258,,1924-01,17.4,,8,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,29,0,,1171020,BRITISH COLUMBIA,0,BC,,,,41.8,50.821,BRISCO,0,,2,,,1924,29,,COLOMBIE-BRITANNIQUE,1352.1924.2,-116.258,,1924-02,8.9,,8,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,26.9,50.821,BRISCO,0,,3,,,1924,31,,COLOMBIE-BRITANNIQUE,1352.1924.3,-116.258,,1924-03,26.1,,4,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,30,0,,1171020,BRITISH COLUMBIA,0,BC,,,,5.3,50.821,BRISCO,0,,4,,,1924,30,,COLOMBIE-BRITANNIQUE,1352.1924.4,-116.258,,1924-04,0,,2,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,18.4,50.821,BRISCO,0,,5,,,1924,31,,COLOMBIE-BRITANNIQUE,1352.1924.5,-116.258,,1924-05,0,,5,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,30,0,,1171020,BRITISH COLUMBIA,0,BC,,,,42.5,50.821,BRISCO,0,,6,,,1924,30,,COLOMBIE-BRITANNIQUE,1352.1924.6,-116.258,,1924-06,0,,11,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,12.8,50.821,BRISCO,0,,7,,,1924,31,,COLOMBIE-BRITANNIQUE,1352.1924.7,-116.258,,1924-07,0,,2,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,59.2,50.821,BRISCO,0,,8,,,1924,31,,COLOMBIE-BRITANNIQUE,1352.1924.8,-116.258,,1924-08,0,,10,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,30,0,,1171020,BRITISH COLUMBIA,0,BC,,,,21.4,50.821,BRISCO,0,,9,,,1924,30,,COLOMBIE-BRITANNIQUE,1352.1924.9,-116.258,,1924-09,0,,4,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,28.6,50.821,BRISCO,0,,10,,,1924,31,,COLOMBIE-BRITANNIQUE,1352.1924.10,-116.258,,1924-10,0,,10,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,30,0,,1171020,BRITISH COLUMBIA,0,BC,,,,33.9,50.821,BRISCO,0,,11,,,1924,30,,COLOMBIE-BRITANNIQUE,1352.1924.11,-116.258,,1924-11,20.5,,7,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,138.4,50.821,BRISCO,0,,12,,,1924,31,,COLOMBIE-BRITANNIQUE,1352.1924.12,-116.258,,1924-12,109.5,,17,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,72.3,50.821,BRISCO,0,,1,,,1925,31,,COLOMBIE-BRITANNIQUE,1352.1925.1,-116.258,,1925-01,62.3,,17,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,28,0,,1171020,BRITISH COLUMBIA,0,BC,,,,19.6,50.821,BRISCO,0,,2,,,1925,28,,COLOMBIE-BRITANNIQUE,1352.1925.2,-116.258,,1925-02,9.5,,7,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,24.2,50.821,BRISCO,0,,3,,,1925,31,,COLOMBIE-BRITANNIQUE,1352.1925.3,-116.258,,1925-03,3.8,,9,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,30,0,,1171020,BRITISH COLUMBIA,0,BC,,,,6.2,50.821,BRISCO,0,,4,,,1925,30,,COLOMBIE-BRITANNIQUE,1352.1925.4,-116.258,,1925-04,0,,3,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,22.9,50.821,BRISCO,0,,5,,,1925,31,,COLOMBIE-BRITANNIQUE,1352.1925.5,-116.258,,1925-05,0,,6,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,30,0,,1171020,BRITISH COLUMBIA,0,BC,,,,57.4,50.821,BRISCO,0,,6,,,1925,30,,COLOMBIE-BRITANNIQUE,1352.1925.6,-116.258,,1925-06,0,,11,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,9.5,50.821,BRISCO,0,,7,,,1925,31,,COLOMBIE-BRITANNIQUE,1352.1925.7,-116.258,,1925-07,0,,3,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,71.4,50.821,BRISCO,0,,8,,,1925,31,,COLOMBIE-BRITANNIQUE,1352.1925.8,-116.258,,1925-08,0,,7,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,30,0,,1171020,BRITISH COLUMBIA,0,BC,,,,62.4,50.821,BRISCO,0,,9,,,1925,30,,COLOMBIE-BRITANNIQUE,1352.1925.9,-116.258,,1925-09,0,,8,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,19.3,50.821,BRISCO,0,,10,,,1925,31,,COLOMBIE-BRITANNIQUE,1352.1925.10,-116.258,,1925-10,10.1,,4,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,30,0,,1171020,BRITISH COLUMBIA,0,BC,,,,22,50.821,BRISCO,0,,11,,,1925,30,,COLOMBIE-BRITANNIQUE,1352.1925.11,-116.258,,1925-11,18.9,,3,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,33,50.821,BRISCO,0,,12,,,1925,31,,COLOMBIE-BRITANNIQUE,1352.1925.12,-116.258,,1925-12,14.7,,10,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,29.8,50.821,BRISCO,0,,1,,,1926,31,,COLOMBIE-BRITANNIQUE,1352.1926.1,-116.258,,1926-01,29.8,,7,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,28,0,,1171020,BRITISH COLUMBIA,0,BC,,,,17.2,50.821,BRISCO,0,,2,,,1926,28,,COLOMBIE-BRITANNIQUE,1352.1926.2,-116.258,,1926-02,16.4,,4,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,3.6,50.821,BRISCO,0,,3,,,1926,31,,COLOMBIE-BRITANNIQUE,1352.1926.3,-116.258,,1926-03,0,,1,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,30,0,,1171020,BRITISH COLUMBIA,0,BC,,,,10,50.821,BRISCO,0,,4,,,1926,30,,COLOMBIE-BRITANNIQUE,1352.1926.4,-116.258,,1926-04,0,,2,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,25.9,50.821,BRISCO,0,,5,,,1926,31,,COLOMBIE-BRITANNIQUE,1352.1926.5,-116.258,,1926-05,0,,8,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,30,0,,1171020,BRITISH COLUMBIA,0,BC,,,,32,50.821,BRISCO,0,,6,,,1926,30,,COLOMBIE-BRITANNIQUE,1352.1926.6,-116.258,,1926-06,0,,7,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,5.4,50.821,BRISCO,0,,7,,,1926,31,,COLOMBIE-BRITANNIQUE,1352.1926.7,-116.258,,1926-07,0,,2,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,58.8,50.821,BRISCO,0,,8,,,1926,31,,COLOMBIE-BRITANNIQUE,1352.1926.8,-116.258,,1926-08,0,,6,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,30,0,,1171020,BRITISH COLUMBIA,0,BC,,,,67.9,50.821,BRISCO,0,,9,,,1926,30,,COLOMBIE-BRITANNIQUE,1352.1926.9,-116.258,,1926-09,7.6,,9,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,23.2,50.821,BRISCO,0,,10,,,1926,31,,COLOMBIE-BRITANNIQUE,1352.1926.10,-116.258,,1926-10,0,,7,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,30,0,,1171020,BRITISH COLUMBIA,0,BC,,,,22.8,50.821,BRISCO,0,,11,,,1926,30,,COLOMBIE-BRITANNIQUE,1352.1926.11,-116.258,,1926-11,16.2,,6,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,45.7,50.821,BRISCO,0,,12,,,1926,31,,COLOMBIE-BRITANNIQUE,1352.1926.12,-116.258,,1926-12,28.7,,10,
-116.25805555555556,50.82055555555556,2014-07-31 11:48:53,,31,0,,1171020,BRITISH COLUMBIA,0,BC,,,,19.3,50.821,BRISCO,0,,1,,,1927,31,,COLOMBIE-BRITANNIQUE,1352.1927.1,-116.258,,1927-01,12.7,,7,
