ZoneID,p,p_se,p_t,q,q_se,q_t,m,R2,RMSE
Manitoba_4,1.383338452523286e-4,5.0329319277087684e-5,2.748573738713466,0.07022721217018606,0.005069188852757015,13.853737591960318,280.1822420935,0.7529514600448552,3.427282951024806
Manitoba_5,2.0815363637406484e-4,9.649445721499713e-5,2.1571564044376395,0.043464170992293286,0.00656737225936834,6.618198158371753,300.01209144,0.5784339633488482,2.271905909105504
NovaScotia_1,2.8045509652654225e-6,2.6461500480488605e-6,1.0598608976589816,0.12786099956880506,0.013297370583785549,9.615509980951819,108.60000000000002,0.46000316212482484,3.4305906452978454
NovaScotia_2,2.046580245918064e-5,1.8701452687671975e-5,1.0943429262407902,0.08489398030376226,0.012090317786762865,7.021650034435719,168.8,0.6059966107738959,2.2768959399577544
NovaScotia_3,3.2959257705340807e-4,1.9168909156981137e-4,1.719412275128726,0.06509396561481405,0.009340199187695054,6.969226705632789,116,0.1893098932611853,3.2822375629764813
NovaScotia_4,3.8960422547295373e-10,8.838209792299081e-10,0.44081803286953447,0.262310504329688,0.030587944046964296,8.575617371567706,105,0.5942682242815992,5.412284164512174
NovaScotia_5,2.8576648362017056e-4,1.3701533865014454e-4,2.0856532300361477,0.05577115064725461,0.006711123917018139,8.310254934472233,171,0.5236628210819225,2.7144763713399835
ON_1,5.6312623795971165e-6,4.673095384647306e-6,1.205039040738974,0.11600396095702176,0.011487324298983338,10.098431796453108,430.8,0.5091879582224572,12.23515688222857
ON_10,NA,NA,NA,NA,NA,NA,280.1,NA,NA
ON_11,3.3784175584365557e-9,6.895679063069736e-9,0.4899325400060878,0.21328121491295557,0.026222519087563796,8.133513572847606,523.1185539993912,0.4264355132124825,25.338221249219803
ON_12,2.87142842208437e-7,2.246453314705849e-7,1.278205250599813,0.1626071093653449,0.010951351596283451,14.848131569488528,369.20016505314425,0.807129112341201,8.527858576856095
ON_13,2.0787429569397736e-7,2.6688491614985057e-7,0.7788911366473034,0.16209308911077264,0.017318530109651117,9.35951770066461,370,0.4224017941771312,13.526764772874621
ON_14,1.1592761411509913e-6,1.0327455317760202e-6,1.122518670361493,0.13223758471439334,0.011476003455906662,11.522964873832544,622.567754621023,0.6344352078682929,16.0764906847844
ON_15,1.0151020836011303e-9,2.307079240952525e-9,0.43999445948030136,0.23183765372777085,0.029117374471471707,7.962175777727423,472.7999999999999,0.43937658124462287,24.616973854890137
ON_16,1.4459555497770097e-4,3.7874385528001054e-5,3.8177663600852214,0.07403324600775395,0.003988501509595306,18.56166929601231,556.7405550274639,0.8105472407378992,6.669247949756462
ON_17,7.554811666070786e-10,1.5870810472393368e-9,0.47601927319414944,0.24077329588705473,0.02734653265351574,8.804527394302045,340.91703284234427,0.5853331532525405,16.329263398662246
ON_18,2.814596639211242e-6,2.8559582054466085e-6,0.9855174469442565,0.12807846406753018,0.014172430265962349,9.03715606032183,416.76375036106174,0.3812285260324002,13.914974467021793
ON_19,6.474490597165378e-5,3.7800895109401256e-5,1.7127876412522154,0.08117337186190908,0.008178952411392245,9.924666116022983,252.40000000000003,0.49635066503928815,5.86906289887776
ON_2,2.1100219384191822e-4,9.64766007058259e-5,2.1870815544724773,0.06441179892842654,0.006517458459629033,9.882962711218076,438,0.4889860390573676,8.555561134521115
ON_20,4.7818086931122e-5,1.735856773511429e-5,2.7547253702499757,0.07742971192737796,0.004569098495313991,16.94638712796165,588.2923512656854,0.8451051507945275,5.809228807387103
ON_21,1.1202872090427114e-5,7.207936914973247e-6,1.5542411403677907,0.10127407565473745,0.008305957476105442,12.19294415437142,464,0.6394550428766279,9.418424667719368
ON_22,NA,NA,NA,NA,NA,NA,375.544805425755,NA,NA
ON_23,4.4968489368569943e-7,6.227419003991539e-7,0.7221047650679494,0.15510806986508632,0.019318258679917974,8.029091670996555,449.2535206643687,0.20343663500004683,18.76205380416017
ON_24,2.60776987580317e-6,2.28478131283562e-6,1.1413651981277333,0.12431772709051715,0.011741051772234437,10.588295623098022,395.9209006823947,0.5259986266796968,11.036636052231371
ON_25,NA,NA,NA,NA,NA,NA,67.57420007453857,NA,NA
ON_26,NA,NA,NA,NA,NA,NA,238.05000000000004,NA,NA
ON_27,NA,NA,NA,NA,NA,NA,44.10000000000001,NA,NA
ON_3,7.312086130865192e-10,1.6172894707508778e-9,0.45211981300232695,0.23929794077772826,0.028635842167598752,8.356588200800049,396.5307911266123,0.46355777833771283,19.87926521284363
ON_4,7.647098291379267e-11,2.1421220140924585e-10,0.3569870549422962,0.270303865177942,0.035574596869148406,7.5982270768150135,342,0.4041795332470832,20.344490812122793
ON_5,5.708016042883803e-14,2.0054665311130805e-13,0.28462285230537965,0.349247754836215,0.04044497464607749,8.635133484255661,313.79999999999995,0.5523118484250034,19.349879443617777
ON_6,1.5247138975803702e-7,1.899933011902723e-7,0.802509292711019,0.17080469519422373,0.017186702209184692,9.938189020517532,402.8676107323777,0.5631492972841751,14.245368896569826
ON_7,3.296859947240961e-9,6.308649979346973e-9,0.5225935751760044,0.22209440737422187,0.025363257510139937,8.756541121952932,498.3010700312883,0.47370841907156724,22.9885907948044
ON_8,1.0603760881095269e-13,4.068605177162815e-13,0.26062398338906045,0.3495934402136037,0.045224878390646844,7.730113438755088,316.82419747653375,0.4678844716198304,21.732968310380198
ON_9,3.0411961797444364e-12,9.222738382731295e-12,0.3297498046175514,0.3027189657469506,0.03644056359469356,8.307197690845602,502.5,0.47713715383372546,29.363145767364905
QC_1,3.0998448750646585e-6,4.012407144773292e-6,0.7725648876641618,0.1266566615513209,0.01829372171379663,6.923504332953742,260.59812302502087,0.20036117000709608,11.384151375674355
QC_10,6.0642299851224396e-5,4.218734093006959e-5,1.437452527566173,0.07630265394441323,0.008902460555243196,8.570962316645591,173.0135226678492,0.3887838185429193,3.963476805928372
QC_11,0.00213984022401694,8.790847080766337e-4,2.434168407614253,0.04682374368685318,0.010453135218575691,4.479397109839858,288.7426263682681,-0.8828682450754912,9.795329296451092
QC_12,2.2582862371186877e-4,1.097901857649771e-4,2.056910844429118,0.05616354799664234,0.0062957970215902015,8.920800305988339,235,0.3917675609741893,4.062534298614824
QC_13,0.00137814154559341,4.944106988101106e-4,2.7874428059711462,0.036963986198828944,0.005894088254819756,6.271366257300692,281.05327662236704,-0.028733563212332225,5.905752006829734
QC_14,0.0035161602301707,7.722720921697391e-4,4.553006985260677,0.033811267972773076,0.005217589945982559,6.480246305826905,311.1067189545136,0.17719343789645758,5.5465953842799705
QC_15,0.0035003694200592,0.001091481997880904,3.2069877715391684,0.02519959540066346,0.005421274844892984,4.648278517810676,266.7212845873295,-0.009613694080867097,5.402307663076966
QC_16,0.00207976060478726,6.428980301184009e-4,3.234977410654433,0.016947153604275164,0.004039526801057551,4.195331393726213,160.22610421683748,0.014947093249355392,1.752981219143567
QC_17,1.5657500681443048e-5,1.5384572220237736e-5,1.0177403997523107,0.11253460583737317,0.015348053019695973,7.332174686454292,276.6,0.030881337585680457,10.74834190418999
QC_18,3.728721841412921e-8,6.354703161512839e-8,0.5867656988285255,0.19102437680607037,0.023353275291417917,8.179768123414783,168.09030242930947,0.5742571691104188,7.655692717354476
QC_19,6.559496729534908e-6,6.432849649086506e-6,1.0196875548717956,0.11163145639052835,0.013181022102686674,8.469104711369434,238.7348932014812,0.27016303624174287,7.791802196984451
QC_2,1.9035285949695573e-5,1.2854379283361036e-5,1.4808405392499369,0.11447279024874114,0.010717081464640225,10.681339936290577,157.62612817671408,0.5540621138275873,4.172605269534472
QC_20,1.5167448272923036e-5,8.095051217515851e-6,1.8736692165831053,0.09724451453359323,0.006910578333900996,14.071834488373286,418.1394060504782,0.6984378735416067,7.173651452008499
QC_3,1.00460979948544e-5,1.0398012373405944e-5,0.9661556107154091,0.10284334256865948,0.013370328235873148,7.6919085870103405,211.2845412066717,0.13875853516733205,6.880522450954214
QC_4,1.3969909055501706e-4,9.145719541574103e-5,1.5274805871750243,0.057253934454394674,0.007972525684469569,7.181404829579287,270.9075059114784,0.2631714414577583,4.991965923649323
QC_5,2.334259833479379e-5,9.631909256347987e-6,2.4234653497601903,0.10137066815169636,0.006206367401251202,16.333333429674184,376.2407987584722,0.7749520904874229,6.211572033784682
QC_6,0.00221651359478242,4.302113139488114e-4,5.1521508684593815,0.03463221011735142,0.0037062546552648766,9.344260807377344,239.49923041005857,0.09280080309841598,3.151569641836763
QC_7,8.299872773603396e-5,7.494157924654778e-5,1.107512392592892,0.0803048767964363,0.013337247432923485,6.021098221376681,213.6,-0.6077097227573398,8.33742674899515
QC_8,1.054076405096824e-6,6.054619098925188e-7,1.7409458594743688,0.1431222293129743,0.008106343357610792,17.655584398433028,168.5,0.8793773640743404,3.070102138537942
QC_9,2.3939226363005347e-4,1.2084359783539678e-4,1.9810090722069855,0.0657274107997775,0.007451692649272206,8.820467227160393,128,0.372814009095802,2.67327371870316
Saskatchewan_1,8.968522066571578e-5,6.853475787300078e-5,1.3086092874495614,0.06618520045764809,0.01029910318155524,6.4263071542170564,115.40629675310004,0.42251639548694553,1.8179477081576043
Saskatchewan_2,4.623449500996137e-5,2.3713805759904262e-5,1.949686839728421,0.07131325850823284,0.0068799223860931,10.365416134981935,249.6458632009894,0.7657045148166322,1.9313385245612955
Saskatchewan_3,3.062342874176768e-4,9.714185515632841e-5,3.1524442983393737,0.048183010464326874,0.0040547320059112065,11.883155383409578,201,0.6681511156514999,2.0559613286566556
Saskatchewan_4,1.4272356042327862e-4,6.789024802535683e-5,2.1022689498788063,0.04954982049318814,0.006635154998469437,7.467771363987432,278.3944249794131,0.5903293709636548,1.9904638190689499
Saskatchewan_5,1.032040085639935e-4,6.710911683142313e-5,1.537853773627212,0.03844106406172674,0.008965674076919346,4.287582141836601,309.80426076734625,0.28045630001416555,1.6025982946880164
