"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39","COL40","COL41","COL42","COL43","COL44","COL45","COL46","COL47","COL48","COL49","COL50","COL51","COL52","COL53","COL54","COL55","COL56","COL57","COL58","COL59"
"B1E","B1E",49.20,575.00,35.00,5.00,20.00,25.00,0.00,0.00,20.00,2.20,28400.00,30400.00,1540.00,1505.00,15.00,20.00,1545.00,40.00,70.00,1440.00,10.00,0.00,0.00,0.00,0.00,680.00,510.00,170.00,0.00,680.00,0.00,675.00,680.00,235.00,235.00,70.00,35.00,20.00,20.00,35.00,25.00,680.00,540.00,140.00,170.00,23.50,38.20,15.20,800.00,830.00,455.00,190.00,175.00,50.00,35.00,0.00,690.00,840.00
"B1G","B1G",53.60,600.00,105.00,20.00,30.00,50.00,0.00,5.00,35.00,2.10,27200.00,29200.00,1750.00,1735.00,15.00,0.00,1750.00,20.00,80.00,1655.00,10.00,0.00,10.00,0.00,0.00,840.00,625.00,215.00,0.00,840.00,0.00,840.00,840.00,315.00,260.00,60.00,105.00,0.00,25.00,40.00,40.00,840.00,735.00,105.00,215.00,27.90,20.90,11.90,770.00,755.00,545.00,175.00,315.00,35.00,0.00,15.00,830.00,965.00
"B1H","B1H",52.80,3215.00,490.00,90.00,65.00,330.00,0.00,15.00,75.00,2.10,28000.00,29800.00,9115.00,8980.00,70.00,55.00,9110.00,140.00,345.00,8625.00,40.00,0.00,35.00,0.00,0.00,4240.00,3150.00,1090.00,0.00,4240.00,75.00,4165.00,4240.00,1680.00,1165.00,580.00,410.00,105.00,105.00,105.00,85.00,4230.00,3630.00,600.00,1085.00,35.50,26.70,17.10,750.00,730.00,2520.00,770.00,1220.00,400.00,75.00,50.00,4405.00,4740.00
"B1J","B1J",61.20,515.00,0.00,5.00,5.00,0.00,0.00,0.00,40.00,2.00,35200.00,40800.00,1070.00,1045.00,20.00,0.00,1065.00,30.00,60.00,975.00,0.00,0.00,0.00,0.00,0.00,555.00,500.00,55.00,0.00,555.00,0.00,555.00,555.00,85.00,195.00,115.00,70.00,40.00,30.00,15.00,10.00,550.00,500.00,55.00,60.00,0.00,0.00,0.00,820.00,780.00,260.00,30.00,100.00,90.00,35.00,10.00,570.00,580.00
"B1K","B1K",54.80,1425.00,10.00,0.00,20.00,20.00,0.00,0.00,40.00,2.20,34400.00,38800.00,3185.00,3095.00,75.00,10.00,3185.00,95.00,145.00,2945.00,40.00,20.00,20.00,0.00,0.00,1480.00,1350.00,130.00,0.00,1480.00,0.00,1470.00,1480.00,240.00,465.00,260.00,200.00,75.00,80.00,70.00,80.00,1460.00,1305.00,155.00,130.00,15.40,26.90,16.00,650.00,640.00,1160.00,105.00,650.00,325.00,55.00,20.00,1690.00,1650.00
"B1L","B1L",49.20,1735.00,25.00,0.00,30.00,15.00,0.00,0.00,250.00,2.40,36000.00,40800.00,5055.00,4800.00,225.00,35.00,5055.00,280.00,295.00,4475.00,115.00,85.00,30.00,0.00,0.00,2065.00,1905.00,155.00,0.00,2065.00,0.00,2060.00,2065.00,335.00,645.00,435.00,275.00,85.00,110.00,85.00,85.00,2060.00,1880.00,175.00,160.00,0.00,25.00,15.60,900.00,900.00,1905.00,725.00,960.00,140.00,45.00,40.00,2455.00,2495.00
"B1M","B1M",49.20,445.00,15.00,0.00,5.00,10.00,0.00,0.00,40.00,2.40,34400.00,39200.00,1265.00,1210.00,25.00,30.00,1270.00,60.00,85.00,1125.00,20.00,0.00,10.00,0.00,0.00,525.00,480.00,45.00,0.00,525.00,0.00,515.00,525.00,70.00,160.00,135.00,65.00,15.00,40.00,25.00,15.00,525.00,475.00,50.00,45.00,44.40,33.30,37.50,750.00,780.00,480.00,240.00,185.00,40.00,0.00,10.00,655.00,620.00
"B1N","B1N",46.00,1880.00,255.00,35.00,125.00,160.00,0.00,0.00,40.00,2.20,26800.00,28800.00,5500.00,5240.00,100.00,165.00,5500.00,310.00,370.00,4830.00,55.00,35.00,20.00,0.00,0.00,2510.00,1675.00,835.00,0.00,2510.00,25.00,2485.00,2510.00,1290.00,685.00,190.00,175.00,20.00,30.00,50.00,70.00,2500.00,2105.00,390.00,840.00,31.50,26.20,16.00,790.00,808.00,1590.00,865.00,520.00,135.00,30.00,50.00,2705.00,2905.00
"B1P","B1P",43.60,3990.00,475.00,240.00,520.00,1525.00,135.00,15.00,85.00,2.10,26800.00,28800.00,14560.00,12590.00,550.00,1420.00,14565.00,2040.00,750.00,11775.00,435.00,290.00,100.00,50.00,0.00,6980.00,3605.00,3375.00,0.00,6980.00,135.00,6840.00,6980.00,3210.00,2105.00,535.00,455.00,165.00,145.00,185.00,180.00,6970.00,5275.00,1700.00,3370.00,23.10,39.00,21.60,820.00,868.00,5055.00,3380.00,1150.00,335.00,65.00,130.00,7110.00,7595.00
"B1R","B1R",48.40,1635.00,80.00,20.00,75.00,70.00,0.00,5.00,0.00,2.30,35600.00,40000.00,4415.00,4260.00,140.00,20.00,4415.00,195.00,240.00,3980.00,90.00,55.00,25.00,15.00,0.00,1890.00,1450.00,440.00,0.00,1890.00,30.00,1860.00,1890.00,565.00,605.00,250.00,160.00,50.00,115.00,70.00,85.00,1890.00,1665.00,220.00,435.00,18.40,20.70,4.70,950.00,932.00,1520.00,750.00,595.00,120.00,25.00,30.00,2105.00,2370.00
"B1S","B1S",51.20,2415.00,115.00,70.00,215.00,900.00,75.00,5.00,0.00,2.20,31800.00,35200.00,8185.00,7580.00,375.00,230.00,8185.00,665.00,550.00,6975.00,280.00,195.00,85.00,0.00,0.00,3820.00,2145.00,1350.00,325.00,3820.00,95.00,3725.00,3820.00,985.00,1230.00,595.00,390.00,165.00,180.00,105.00,170.00,3415.00,2750.00,665.00,1320.00,16.70,36.40,17.50,870.00,964.00,2660.00,1825.00,600.00,135.00,45.00,55.00,4095.00,4730.00
"B1T","B1T",61.20,195.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,32400.00,36800.00,395.00,360.00,30.00,0.00,395.00,30.00,20.00,345.00,30.00,0.00,20.00,0.00,0.00,185.00,180.00,10.00,0.00,185.00,0.00,185.00,185.00,65.00,20.00,15.00,55.00,0.00,10.00,10.00,15.00,185.00,170.00,15.00,0.00,,,,,,80.00,30.00,20.00,25.00,10.00,0.00,215.00,190.00
"B1V","B1V",49.60,2015.00,90.00,120.00,115.00,215.00,0.00,0.00,180.00,2.20,29000.00,31400.00,6000.00,5930.00,60.00,0.00,5995.00,95.00,185.00,5715.00,30.00,10.00,15.00,0.00,0.00,2735.00,1965.00,775.00,0.00,2735.00,30.00,2700.00,2735.00,1135.00,710.00,260.00,325.00,115.00,80.00,70.00,35.00,2735.00,2300.00,435.00,770.00,22.10,32.50,22.40,720.00,730.00,1785.00,875.00,515.00,250.00,60.00,80.00,2870.00,3220.00
"B1W","B1W",25.40,840.00,40.00,10.00,100.00,65.00,0.00,5.00,15.00,3.30,16600.00,16600.00,3510.00,3465.00,45.00,10.00,3510.00,85.00,185.00,3240.00,0.00,0.00,0.00,0.00,0.00,1080.00,175.00,130.00,775.00,1080.00,30.00,1050.00,1080.00,60.00,220.00,145.00,240.00,95.00,105.00,135.00,85.00,0.00,0.00,0.00,0.00,,,,,,780.00,555.00,60.00,35.00,50.00,80.00,1680.00,1840.00
"B1X","B1X",54.40,385.00,0.00,0.00,0.00,5.00,0.00,0.00,15.00,2.20,32800.00,36400.00,895.00,870.00,25.00,0.00,895.00,40.00,75.00,785.00,20.00,10.00,15.00,0.00,0.00,400.00,380.00,25.00,0.00,400.00,0.00,400.00,400.00,95.00,115.00,60.00,65.00,15.00,10.00,10.00,25.00,400.00,380.00,20.00,20.00,0.00,0.00,0.00,,680.00,270.00,65.00,80.00,75.00,20.00,30.00,455.00,465.00
"B1Y","B1Y",53.20,2300.00,50.00,5.00,50.00,60.00,0.00,0.00,175.00,2.30,32000.00,36000.00,6010.00,5915.00,90.00,0.00,6010.00,105.00,250.00,5655.00,20.00,10.00,10.00,0.00,0.00,2650.00,2310.00,340.00,0.00,2650.00,30.00,2620.00,2650.00,635.00,870.00,505.00,300.00,80.00,80.00,110.00,80.00,2635.00,2395.00,240.00,345.00,17.40,18.80,10.40,750.00,748.00,1935.00,700.00,670.00,430.00,70.00,65.00,2905.00,3035.00
"B2A","B2A",54.40,2580.00,125.00,20.00,205.00,450.00,0.00,10.00,65.00,2.20,28800.00,31600.00,7415.00,7225.00,190.00,0.00,7415.00,230.00,320.00,6865.00,125.00,60.00,45.00,15.00,0.00,3450.00,2500.00,955.00,0.00,3450.00,30.00,3425.00,3450.00,1555.00,1060.00,340.00,255.00,65.00,50.00,75.00,45.00,3450.00,2925.00,525.00,955.00,19.90,31.10,19.60,790.00,790.00,2300.00,1095.00,845.00,220.00,75.00,70.00,3715.00,3995.00
"B2C","B2C",60.40,115.00,0.00,0.00,0.00,10.00,0.00,0.00,5.00,2.00,29600.00,32400.00,280.00,270.00,10.00,0.00,280.00,10.00,0.00,265.00,0.00,0.00,0.00,0.00,0.00,150.00,135.00,15.00,0.00,150.00,0.00,150.00,150.00,70.00,10.00,30.00,25.00,10.00,0.00,0.00,0.00,150.00,135.00,0.00,0.00,,,,,,65.00,20.00,0.00,0.00,20.00,20.00,135.00,125.00
"B2E","B2E",66.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,20.00
"B2G","B2G",45.60,4145.00,115.00,130.00,445.00,880.00,25.00,10.00,960.00,2.20,32800.00,36800.00,14890.00,13665.00,925.00,295.00,14895.00,1330.00,1200.00,12370.00,580.00,360.00,165.00,45.00,0.00,6695.00,4630.00,2065.00,0.00,6695.00,170.00,6525.00,6695.00,965.00,1880.00,1060.00,1105.00,355.00,510.00,400.00,430.00,6665.00,5550.00,1115.00,2070.00,13.50,38.60,9.90,850.00,1012.00,5875.00,3235.00,1650.00,465.00,235.00,285.00,7290.00,8030.00
"B2H","B2H",49.60,4755.00,350.00,175.00,160.00,1345.00,5.00,5.00,245.00,2.10,31000.00,34400.00,14795.00,14140.00,575.00,80.00,14795.00,705.00,865.00,13220.00,355.00,235.00,95.00,25.00,0.00,7035.00,4690.00,2340.00,0.00,7035.00,160.00,6875.00,7035.00,2570.00,1920.00,760.00,710.00,220.00,330.00,300.00,235.00,7020.00,5750.00,1270.00,2345.00,14.70,35.20,13.60,775.00,833.00,5285.00,3085.00,1405.00,360.00,185.00,240.00,7355.00,7975.00
"B2J","B2J",56.80,30.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00,30.00
"B2N","B2N",47.20,4660.00,415.00,120.00,840.00,3300.00,5.00,45.00,520.00,2.00,28200.00,30600.00,20330.00,18675.00,1135.00,515.00,20325.00,1860.00,1280.00,17190.00,805.00,575.00,145.00,80.00,0.00,9925.00,4750.00,4970.00,205.00,9925.00,270.00,9655.00,9925.00,3280.00,2670.00,1205.00,1010.00,520.00,505.00,365.00,365.00,9665.00,7375.00,2290.00,4965.00,12.10,38.20,21.10,870.00,919.00,7400.00,4480.00,1705.00,460.00,285.00,470.00,9710.00,11110.00
"B2R","B2R",46.80,930.00,20.00,0.00,35.00,35.00,5.00,0.00,0.00,2.50,42000.00,50000.00,2580.00,2385.00,185.00,0.00,2580.00,225.00,205.00,2150.00,110.00,70.00,30.00,0.00,0.00,1020.00,910.00,110.00,0.00,1020.00,10.00,1010.00,1020.00,205.00,420.00,110.00,85.00,30.00,80.00,55.00,40.00,1020.00,930.00,85.00,105.00,0.00,19.00,14.30,1150.00,1160.00,955.00,250.00,485.00,170.00,25.00,25.00,1285.00,1270.00
"B2S","B2S",42.40,2450.00,235.00,90.00,75.00,230.00,0.00,0.00,70.00,2.50,37200.00,43200.00,8135.00,7820.00,285.00,25.00,8130.00,400.00,510.00,7230.00,210.00,145.00,65.00,0.00,0.00,3170.00,2480.00,690.00,0.00,3170.00,75.00,3105.00,3170.00,365.00,600.00,560.00,675.00,250.00,240.00,265.00,220.00,3160.00,2745.00,420.00,690.00,5.10,29.70,14.70,1110.00,1116.00,3315.00,1000.00,880.00,990.00,325.00,130.00,3945.00,4065.00
"B2T","B2T",43.20,5710.00,100.00,80.00,185.00,380.00,0.00,10.00,140.00,2.70,42000.00,50000.00,17915.00,16805.00,1065.00,45.00,17920.00,1295.00,1370.00,15250.00,795.00,535.00,185.00,65.00,10.00,6640.00,5685.00,950.00,0.00,6640.00,75.00,6560.00,6640.00,480.00,1550.00,990.00,1110.00,730.00,720.00,560.00,505.00,6625.00,5930.00,695.00,955.00,3.10,30.50,15.70,1130.00,1180.00,6925.00,1600.00,3155.00,1660.00,320.00,190.00,8905.00,8875.00
"B2V","B2V",43.20,3535.00,455.00,10.00,55.00,615.00,0.00,0.00,0.00,2.60,40800.00,47600.00,12305.00,11405.00,870.00,35.00,12305.00,1115.00,1120.00,10070.00,665.00,395.00,230.00,40.00,0.00,4675.00,3820.00,835.00,15.00,4675.00,60.00,4615.00,4675.00,200.00,1755.00,1255.00,810.00,340.00,120.00,85.00,110.00,4540.00,4070.00,470.00,735.00,3.40,36.60,25.90,1040.00,1190.00,4505.00,1190.00,2215.00,810.00,145.00,150.00,5925.00,6330.00
"B2W","B2W",46.40,7835.00,1930.00,980.00,195.00,2020.00,565.00,5.00,235.00,2.40,37600.00,43600.00,32880.00,30080.00,2555.00,250.00,32880.00,3035.00,3220.00,26620.00,1735.00,1105.00,470.00,165.00,0.00,13745.00,10065.00,3680.00,0.00,13745.00,815.00,12935.00,13745.00,1295.00,4790.00,2445.00,1640.00,955.00,1340.00,890.00,400.00,13740.00,11475.00,2265.00,3680.00,6.10,37.80,17.70,1500.00,1478.00,11405.00,3635.00,5445.00,1510.00,370.00,435.00,15770.00,17370.00
"B2X","B2X",42.00,2975.00,685.00,155.00,115.00,755.00,240.00,0.00,5.00,2.40,36000.00,41200.00,11930.00,10595.00,950.00,380.00,11930.00,1395.00,1080.00,9450.00,680.00,445.00,145.00,85.00,0.00,4920.00,3445.00,1475.00,0.00,4920.00,85.00,4840.00,4920.00,790.00,1705.00,1105.00,715.00,295.00,100.00,95.00,110.00,4920.00,4045.00,875.00,1480.00,9.50,34.80,32.00,970.00,1041.00,4240.00,1700.00,1800.00,435.00,90.00,215.00,5875.00,6170.00
"B2Y","B2Y",42.00,2245.00,590.00,240.00,505.00,3295.00,860.00,15.00,160.00,1.90,32800.00,36800.00,14860.00,13060.00,1360.00,440.00,14855.00,2020.00,1640.00,11200.00,1000.00,570.00,335.00,90.00,0.00,7890.00,3175.00,4715.00,0.00,7890.00,860.00,7030.00,7890.00,2750.00,2600.00,885.00,415.00,340.00,245.00,370.00,285.00,7885.00,5855.00,2030.00,4710.00,13.00,35.80,27.00,990.00,1084.00,5095.00,2075.00,2030.00,645.00,160.00,185.00,7425.00,7990.00
"B2Z","B2Z",47.60,3120.00,25.00,5.00,25.00,15.00,0.00,5.00,60.00,2.60,37200.00,42800.00,8150.00,7785.00,355.00,20.00,8150.00,430.00,615.00,7105.00,200.00,105.00,90.00,10.00,0.00,3200.00,2975.00,230.00,0.00,3200.00,25.00,3175.00,3200.00,290.00,880.00,615.00,805.00,235.00,215.00,75.00,80.00,3200.00,2885.00,315.00,230.00,13.00,23.90,22.70,1020.00,1050.00,3045.00,450.00,1555.00,760.00,180.00,100.00,4080.00,4255.00
"B3A","B3A",40.80,2995.00,280.00,375.00,425.00,5955.00,1425.00,0.00,35.00,1.90,29800.00,32800.00,21915.00,18395.00,2095.00,1425.00,21915.00,3730.00,2010.00,16175.00,1665.00,1085.00,470.00,100.00,10.00,11520.00,3395.00,8125.00,0.00,11520.00,605.00,10920.00,11520.00,2915.00,4090.00,1790.00,1305.00,390.00,295.00,445.00,300.00,11520.00,8495.00,3025.00,8125.00,8.00,32.40,27.90,930.00,1005.00,8465.00,3705.00,3165.00,965.00,285.00,350.00,10815.00,11045.00
"B3B","B3B",34.80,15.00,0.00,255.00,5.00,250.00,45.00,0.00,0.00,2.40,32000.00,36400.00,1405.00,1275.00,70.00,55.00,1400.00,145.00,105.00,1150.00,60.00,25.00,35.00,0.00,0.00,590.00,0.00,580.00,0.00,590.00,25.00,560.00,590.00,215.00,175.00,10.00,20.00,0.00,15.00,115.00,35.00,590.00,405.00,185.00,580.00,2.60,31.00,19.50,1380.00,1375.00,535.00,260.00,220.00,35.00,0.00,20.00,900.00,790.00
"B3E","B3E",44.40,2690.00,10.00,50.00,20.00,30.00,0.00,0.00,85.00,2.50,38000.00,44000.00,7315.00,7005.00,295.00,10.00,7315.00,345.00,590.00,6380.00,215.00,125.00,60.00,30.00,0.00,2950.00,2690.00,260.00,0.00,2950.00,45.00,2910.00,2950.00,190.00,765.00,625.00,595.00,215.00,190.00,150.00,230.00,2940.00,2590.00,350.00,260.00,11.50,30.80,26.00,1020.00,1090.00,2870.00,400.00,965.00,1135.00,240.00,135.00,3545.00,3540.00
"B3G","B3G",40.80,2250.00,1510.00,60.00,85.00,110.00,0.00,5.00,405.00,2.50,37600.00,43200.00,11035.00,10400.00,605.00,35.00,11035.00,730.00,850.00,9460.00,445.00,225.00,145.00,70.00,0.00,4445.00,3875.00,565.00,0.00,4445.00,100.00,4340.00,4445.00,280.00,845.00,990.00,860.00,500.00,450.00,230.00,285.00,4445.00,3900.00,540.00,570.00,9.60,24.60,18.80,1140.00,1144.00,4350.00,990.00,2150.00,890.00,150.00,175.00,5530.00,5745.00
"B3H","B3H",29.00,2165.00,55.00,60.00,635.00,3045.00,4175.00,20.00,0.00,2.00,25800.00,27400.00,20120.00,14065.00,3165.00,2895.00,20125.00,6565.00,2620.00,10935.00,2555.00,1945.00,485.00,120.00,0.00,10140.00,3035.00,7100.00,0.00,10140.00,1435.00,8700.00,10140.00,3560.00,2900.00,1055.00,965.00,500.00,325.00,240.00,595.00,10135.00,5635.00,4495.00,7100.00,6.50,55.00,20.70,1280.00,1388.00,6390.00,2580.00,2730.00,625.00,165.00,285.00,10100.00,10685.00
"B3J","B3J",28.40,30.00,40.00,45.00,45.00,1040.00,4060.00,5.00,0.00,1.70,27800.00,29200.00,8940.00,5705.00,1260.00,1980.00,8935.00,3385.00,960.00,4595.00,1145.00,895.00,170.00,80.00,0.00,5220.00,545.00,4670.00,0.00,5220.00,745.00,4475.00,5220.00,800.00,860.00,465.00,625.00,405.00,400.00,380.00,1275.00,5220.00,2810.00,2405.00,4675.00,1.40,48.60,13.90,1510.00,1608.00,3260.00,1385.00,1295.00,285.00,180.00,110.00,4685.00,4405.00
"B3K","B3K",35.20,1840.00,360.00,1280.00,990.00,3635.00,3830.00,60.00,0.00,1.90,31000.00,34400.00,22605.00,18225.00,3050.00,1335.00,22605.00,4695.00,2785.00,15125.00,2665.00,1405.00,380.00,850.00,30.00,11985.00,3385.00,8600.00,0.00,11985.00,1615.00,10375.00,11985.00,4445.00,2990.00,985.00,825.00,490.00,795.00,485.00,975.00,11985.00,8545.00,3435.00,8600.00,16.50,33.70,22.30,1190.00,1211.00,7830.00,3075.00,3175.00,1045.00,210.00,315.00,11270.00,11940.00
"B3L","B3L",34.80,3310.00,150.00,375.00,1010.00,2035.00,1490.00,25.00,0.00,2.20,31600.00,35200.00,18435.00,14515.00,2520.00,1405.00,18435.00,4280.00,2225.00,11935.00,2105.00,1185.00,400.00,500.00,25.00,8460.00,3470.00,4985.00,0.00,8460.00,275.00,8180.00,8460.00,4710.00,2095.00,555.00,530.00,175.00,180.00,160.00,55.00,8455.00,6200.00,2255.00,4980.00,13.10,35.40,22.30,1100.00,1146.00,6100.00,2415.00,2555.00,760.00,190.00,170.00,8940.00,9465.00
"B3M","B3M",37.20,3385.00,790.00,1050.00,205.00,7680.00,3730.00,0.00,135.00,2.20,31600.00,35200.00,37315.00,25395.00,9170.00,2755.00,37320.00,12305.00,4295.00,20725.00,8410.00,5300.00,1090.00,1940.00,80.00,17030.00,5625.00,11410.00,0.00,17030.00,1790.00,15240.00,17030.00,1400.00,4805.00,2895.00,2345.00,1030.00,1310.00,1405.00,1840.00,17010.00,12390.00,4620.00,11405.00,4.30,33.50,21.50,1180.00,1259.00,13315.00,3915.00,6405.00,1955.00,480.00,555.00,18045.00,19510.00
"B3N","B3N",39.60,2465.00,580.00,195.00,560.00,1980.00,1240.00,0.00,5.00,2.10,34000.00,38400.00,14775.00,11560.00,2375.00,840.00,14775.00,3385.00,1675.00,9715.00,1985.00,1180.00,475.00,330.00,0.00,7040.00,3475.00,3565.00,0.00,7040.00,975.00,6060.00,7040.00,1945.00,1670.00,775.00,780.00,450.00,460.00,400.00,555.00,7030.00,5235.00,1795.00,3560.00,3.70,37.10,24.10,1100.00,1233.00,5350.00,2040.00,2335.00,680.00,120.00,180.00,7135.00,7810.00
"B3P","B3P",39.60,2255.00,430.00,520.00,240.00,745.00,515.00,0.00,0.00,2.30,36000.00,40800.00,11015.00,8490.00,1975.00,545.00,11015.00,2650.00,1370.00,6995.00,1720.00,1140.00,300.00,265.00,25.00,4755.00,2930.00,1830.00,0.00,4755.00,440.00,4320.00,4755.00,1000.00,1535.00,400.00,415.00,195.00,210.00,325.00,670.00,4755.00,3745.00,1010.00,1825.00,8.50,32.30,22.00,1100.00,1194.00,3870.00,1130.00,1970.00,550.00,100.00,120.00,5355.00,6035.00
"B3R","B3R",38.40,1585.00,550.00,250.00,280.00,1400.00,0.00,10.00,80.00,2.30,28400.00,31000.00,9355.00,7975.00,1015.00,360.00,9355.00,1435.00,670.00,7245.00,935.00,340.00,175.00,400.00,0.00,4095.00,1905.00,2190.00,0.00,4095.00,95.00,3995.00,4095.00,1030.00,1760.00,395.00,240.00,150.00,165.00,145.00,210.00,4085.00,3055.00,1035.00,2190.00,17.80,39.40,41.10,810.00,901.00,3185.00,785.00,1525.00,540.00,95.00,245.00,4670.00,4830.00
"B3S","B3S",43.60,625.00,235.00,150.00,0.00,1535.00,3735.00,0.00,0.00,2.10,33200.00,37600.00,13555.00,9245.00,3430.00,890.00,13555.00,4440.00,1665.00,7460.00,3165.00,2255.00,495.00,340.00,70.00,6250.00,1320.00,4935.00,0.00,6250.00,575.00,5680.00,6250.00,80.00,165.00,290.00,1720.00,1535.00,1000.00,970.00,495.00,6250.00,4395.00,1855.00,4930.00,1.40,32.70,17.20,1350.00,1376.00,4270.00,1440.00,2000.00,550.00,120.00,160.00,6280.00,7540.00
"B3T","B3T",41.60,5020.00,1030.00,100.00,105.00,355.00,0.00,0.00,230.00,2.60,39200.00,45200.00,17955.00,16420.00,1455.00,85.00,17960.00,1710.00,1630.00,14620.00,1255.00,830.00,285.00,135.00,0.00,6910.00,5970.00,940.00,0.00,6910.00,50.00,6860.00,6910.00,690.00,1650.00,1335.00,1435.00,680.00,465.00,320.00,335.00,6910.00,6095.00,820.00,940.00,5.90,34.00,26.50,1160.00,1230.00,6755.00,1445.00,3120.00,1705.00,295.00,190.00,8795.00,8985.00
"B3V","B3V",46.00,2210.00,15.00,0.00,35.00,35.00,0.00,5.00,210.00,2.50,38000.00,44000.00,6040.00,5645.00,390.00,10.00,6045.00,440.00,545.00,5060.00,280.00,155.00,105.00,20.00,0.00,2470.00,2255.00,215.00,0.00,2470.00,20.00,2450.00,2470.00,370.00,710.00,450.00,385.00,150.00,145.00,140.00,125.00,2470.00,2145.00,330.00,220.00,11.40,34.10,32.60,860.00,1110.00,2265.00,360.00,985.00,715.00,140.00,60.00,3055.00,3085.00
"B3Z","B3Z",45.60,6500.00,50.00,10.00,65.00,25.00,0.00,5.00,55.00,2.70,42000.00,49600.00,17650.00,16340.00,1270.00,35.00,17645.00,1510.00,1550.00,14585.00,845.00,560.00,255.00,25.00,0.00,6670.00,6240.00,425.00,0.00,6670.00,30.00,6640.00,6670.00,1050.00,1195.00,790.00,1455.00,700.00,670.00,445.00,355.00,6665.00,5930.00,735.00,430.00,4.70,27.90,21.30,1080.00,1148.00,6220.00,1345.00,1910.00,2100.00,620.00,245.00,8925.00,8920.00
"B4A","B4A",43.20,3975.00,485.00,520.00,125.00,1700.00,640.00,0.00,0.00,2.50,39600.00,46400.00,18440.00,14685.00,3340.00,415.00,18440.00,4050.00,2370.00,12020.00,2850.00,2100.00,520.00,215.00,15.00,7475.00,5270.00,2205.00,0.00,7475.00,1215.00,6260.00,7475.00,550.00,1340.00,1645.00,1905.00,635.00,675.00,460.00,270.00,7475.00,5965.00,1505.00,2200.00,3.60,37.70,20.00,1220.00,1374.00,5620.00,1915.00,2570.00,805.00,170.00,155.00,8880.00,9660.00
"B4B","B4B",40.40,4320.00,110.00,315.00,75.00,135.00,1755.00,5.00,355.00,2.70,42800.00,50400.00,19315.00,15855.00,2945.00,515.00,19320.00,3675.00,2065.00,13580.00,2635.00,2055.00,425.00,155.00,0.00,7060.00,4785.00,2270.00,0.00,7060.00,345.00,6710.00,7060.00,200.00,360.00,295.00,1330.00,780.00,505.00,1035.00,2555.00,7045.00,5505.00,1540.00,2265.00,1.10,41.50,11.70,1760.00,1772.00,6245.00,1405.00,2880.00,1515.00,260.00,185.00,9610.00,9955.00
"B4C","B4C",44.00,4400.00,1120.00,115.00,300.00,1375.00,0.00,0.00,280.00,2.40,34000.00,38800.00,18405.00,17425.00,910.00,60.00,18400.00,1160.00,1370.00,15870.00,690.00,445.00,200.00,35.00,10.00,7605.00,5430.00,2175.00,0.00,7605.00,75.00,7530.00,7605.00,525.00,3645.00,1530.00,985.00,245.00,230.00,230.00,220.00,7595.00,6370.00,1230.00,2175.00,7.60,32.00,23.80,1150.00,1185.00,7000.00,2190.00,3260.00,1185.00,180.00,185.00,8955.00,9470.00
"B4E","B4E",40.00,4650.00,740.00,210.00,190.00,510.00,0.00,5.00,1305.00,2.60,38000.00,44000.00,19625.00,18475.00,1045.00,105.00,19625.00,1300.00,1330.00,17000.00,830.00,540.00,200.00,85.00,0.00,7610.00,6350.00,1265.00,0.00,7610.00,70.00,7540.00,7610.00,365.00,1435.00,1720.00,1280.00,810.00,545.00,720.00,735.00,7610.00,6675.00,935.00,1265.00,11.10,28.50,21.40,1210.00,1250.00,7935.00,1815.00,3705.00,1880.00,340.00,190.00,9690.00,10030.00
"B4G","B4G",41.20,1830.00,25.00,0.00,30.00,0.00,0.00,0.00,20.00,2.80,41200.00,47600.00,5385.00,5155.00,205.00,25.00,5385.00,275.00,395.00,4715.00,150.00,100.00,40.00,0.00,0.00,1895.00,1820.00,75.00,0.00,1895.00,15.00,1875.00,1895.00,145.00,525.00,310.00,260.00,140.00,255.00,140.00,120.00,1895.00,1760.00,135.00,75.00,0.00,13.30,0.00,900.00,1000.00,2005.00,385.00,820.00,675.00,95.00,35.00,2750.00,2685.00
"B4H","B4H",50.00,3885.00,215.00,220.00,390.00,1010.00,0.00,95.00,570.00,2.10,29000.00,31600.00,13600.00,13140.00,385.00,75.00,13595.00,505.00,720.00,12370.00,260.00,175.00,60.00,20.00,0.00,6420.00,4265.00,2155.00,0.00,6420.00,170.00,6245.00,6420.00,2405.00,1595.00,825.00,560.00,325.00,330.00,195.00,180.00,6390.00,5290.00,1095.00,2155.00,15.80,35.50,21.70,770.00,812.00,4655.00,2935.00,895.00,485.00,150.00,190.00,6555.00,7170.00
